,Unnamed: 0,id,original_title,release_date,runtime,genres,budget,revenue,vote_average,vote_count,popularity,overview,year,month,day,fixed_budget,fixed_revenue,fixed_gross
6326,6530,328589,The Lady in the Van,2015-10-30,104,"Comedy,Drama",6000000,41387687,6.4,622,10.747,"The true story of the relationship between Alan Bennett and the singular Miss Shepherd, a woman of uncertain origins who ‘temporarily’ parked her van in Bennett’s London driveway and proceeded to live there for 15 years.",2015,10,30,6819991.169040001,47043943.307831936,40223952.13879193
6327,6531,275601,Ricki and the Flash,2015-07-10,100,"Comedy,Drama,Music",18000000,41325328,5.8,639,9.915,"Meryl Streep stars as Ricki Rendazzo, a guitar heroine who made a world of mistakes as she followed her dreams of rock-and-roll stardom. Returning home, Ricki gets a shot at redemption and a chance to make things right as she faces the music with her family.",2015,7,10,20459973.507120002,46973062.00294691,26513088.49582691
6328,6532,337876,Gabbar Is Back,2015-05-01,130,"Drama,Action",11000000,41000000,7.2,90,6.049,A vigilante network taking out corrupt officials draws the notice of the authorities.,2015,5,1,12503317.143240001,46603272.98844,34099955.8452
6329,6533,310131,The Witch,2015-01-27,92,"Horror,Mystery,Drama,Fantasy",3500000,40423945,6.9,5752,47.589,"In 1630, a farmer relocates his family to a remote plot of land on the edge of a forest where strange, unsettling things happen. With suspicion and paranoia mounting, each family member's faith, loyalty and love are tested in shocking ways.",2015,1,27,3978328.1819400005,45948491.31962645,41970163.13768645
6330,6534,258480,Carol,2015-11-20,118,"Romance,Drama",11800000,40272135,7.5,3182,15.17,"In 1950s New York, a department-store clerk who dreams of a better life falls for an older, married woman.",2015,11,20,13412649.299112003,45775934.17639779,32363284.87728579
6331,6536,348537,Ocho apellidos catalanes,2015-11-20,106,"Comedy,Romance",4500000,38482411,5.5,355,6.965,"Amaia after breaking up with Rafa, falls in love with a Catalonian. Koldo, her father, goes to Sevilla to persuade Rafa to go to Catalonia and take Amaia's heart back.",2015,11,20,5114993.3767800005,43741617.197227955,38626623.82044795
6332,6537,232572,A Walk in the Woods,2015-09-02,104,"Adventure,Comedy,Drama",8000000,37461274,6.0,598,13.531,"After spending two decades in England, Bill Bryson returns to the U.S., where he decides the best way to connect with his homeland is to hike the Appalachian Trail with one of his oldest friends.",2015,9,2,9093321.55872,42580926.31016464,33487604.751444638
6333,6539,264660,Ex Machina,2015-01-21,108,"Drama,Fiction",15000000,36869414,7.6,11534,23.693,"Caleb, a coder at the world's largest internet company, wins a competition to spend a week at a private mountain retreat belonging to Nathan, the reclusive CEO of the company. But when Caleb arrives at the remote location he finds that he will have to participate in a strange and fascinating experiment in which he must interact with the world's first true artificial intelligence, housed in the body of a beautiful robot girl.",2015,1,21,17049977.9226,41908179.647946626,24858201.725346625
6334,6540,295964,Burnt,2015-10-02,100,Drama,20000000,36606743,6.5,2869,15.754,"Adam Jones is a Chef who destroyed his career with drugs and diva behavior. He cleans up and returns to London, determined to redeem himself by spearheading a top restaurant that can gain three Michelin stars.",2015,10,2,22733303.8968,41609610.66455281,18876306.767752808
6335,6541,264644,Room,2015-10-16,118,"Drama,Thriller",13000000,35401758,8.1,8170,18.423,"Held captive for 7 years in an enclosed space, a woman and her young son finally gain their freedom, allowing the boy to experience the outside world for the first time.",2015,10,16,14776647.532920003,40239946.15474854,25463298.621828534
6336,6542,290751,Secret in Their Eyes,2015-10-14,111,"Thriller,Mystery,Drama,Crime",19500000,34854990,6.4,1173,11.933,"A tight-knit team of FBI investigators, along with their District Attorney supervisor, is suddenly torn apart when they discover that one of their own teenage daughters has been brutally murdered.",2015,10,14,22164971.29938,39618453.99949625,17453482.70011625
6337,6543,321697,Steve Jobs,2015-10-09,122,"Drama,History",30000000,34441873,6.8,3670,10.667,"Set backstage at three iconic product launches and ending in 1998 with the unveiling of the iMac, Steve Jobs takes us behind the scenes of the digital revolution to paint an intimate portrait of the brilliant man at its epicenter.",2015,10,9,34099955.8452,39148878.284199536,5048922.438999534
6338,6544,228066,Victor Frankenstein,2015-11-10,109,"Drama,Fiction,Thriller",40000000,34227298,5.9,1842,16.005,Eccentric scientist Victor Von Frankenstein creates a grotesque creature in an unorthodox scientific experiment.,2015,11,10,45466607.7936,38904978.35001674,-6561629.4435832575
6339,6545,227719,Project Almanac,2015-01-28,106,"Fiction,Thriller,Drama",12000000,33213241,6.7,2185,51.127,"A group of teens discover secret plans of a time machine, and construct one. However, things start to get out of control.",2015,1,28,13639982.338080002,37752335.05253289,24112352.714452885
6340,6546,350650,映画ドラえもん のび太の宇宙英雄記,2015-03-07,100,"Comedy,Animation,Family,Adventure,Fiction,Fantasy",46597700,32700000,6.2,57,10.87,"One day Doraemon, Nobita, Shizuka, Gian and Suneo were shooting a film as space heroes. When they were shooting the film in the open lot a boy called Aron comes and alerts them of aliens attacking his planet. They agree to help him by turning into real superheroes, but it isn't as easy as it looks.",2015,3,7,52965983.74959587,37168951.871268004,-15797031.878327869
6341,6547,238615,Self/less,2015-07-10,117,"Fiction,Mystery,Thriller,Action",26000000,31807156,6.4,2696,20.019,An extremely wealthy elderly man dying from cancer undergoes a radical medical procedure that transfers his consciousness to the body of a healthy young man but everything may not be as good as it seems when he starts to uncover the mystery of the body's origins and the secret organization that will kill to keep its secrets.,2015,7,10,29553295.065840006,36154087.172046274,6600792.106206268
6342,6550,280996,Mr. Holmes,2015-06-19,104,"Drama,Crime",11000000,29355203,6.5,1642,14.02,"The story is set in 1947, following a long-retired Holmes living in a Sussex village with his housekeeper and rising detective son. But then he finds himself haunted by an unsolved 50-year old case. Holmes' memory isn't what it used to be, so he only remembers fragments of the case: a confrontation with an angry husband, a secret bond with his beautiful but unstable wife.",2015,6,19,12503317.143240001,33367037.537562758,20863720.394322757
6343,6552,282984,Irrational Man,2015-07-17,95,"Drama,Comedy,Crime",11000000,27391084,6.5,2125,9.72,"On a small town college campus, a philosophy professor in existential crisis gives his life new purpose when he enters into a relationship with his student.",2015,7,17,12503317.143240001,31134491.831738807,18631174.688498806
6344,6554,261392,American Ultra,2015-08-19,96,"Comedy,Action",28000000,27139524,6.1,2467,18.384,"Mike is an unmotivated stoner whose small-town life with his live-in girlfriend, Phoebe, is suddenly turned upside down.  Unbeknownst to him, Mike is actually a highly trained, lethal sleeper agent. In the blink of an eye, as his secret past comes back to haunt him, Mike is thrust into the middle of a deadly government operation and is forced to summon his inner action-hero in order to survive.",2015,8,19,31826625.455520004,30848552.33532486,-978073.1201951429
6345,6555,222936,Aloha,2015-05-29,105,"Drama,Comedy,Romance",37000000,26250020,5.5,1795,12.991,A celebrated military contractor returns to the site of his greatest career triumphs and re-connects with a long-ago love while unexpectedly falling for the hard-charging Air Force watchdog assigned to him.,2015,5,29,42056612.20908,29837484.0978539,-12219128.111226104
6346,6556,318917,Er ist wieder da,2015-10-08,116,Comedy,3196621,25513752,6.8,1548,10.347,"When Adolf Hitler reawakens at the site of his former bunker in present-day Berlin, he is mistaken for a comedian and quickly becomes a media phenomenon.",2015,10,8,3633487.831794636,29000593.888179444,25367106.05638481
6347,6557,298382,The Dressmaker,2015-10-29,118,"Drama,Comedy,Western",11930000,25003426,7.0,1414,13.668,"In 1950s Australia, beautiful, talented dressmaker Tilly returns to her tiny hometown to right wrongs from her past. As she tries to reconcile with her mother, she starts to fall in love while transforming the fashion of the town.",2015,10,29,13560415.774441201,28420524.085957527,14860108.311516326
6348,6558,293646,The 33,2015-08-06,120,"Drama,History",25000000,24902723,6.3,827,14.518,"Based on the true story of the collapse of a mine in San Jose, Chile—that left 33 miners isolated underground for 69 days.",2015,8,6,28416629.871,28306058.49084155,-110571.38015845045
6349,6559,331836,Babysitting 2,2015-12-02,93,Comedy,9458736,24563629,6.3,1183,8.636,"Franck and his girlfriend Sonya, plus some of their friends go on holiday in Brazil. Franck, his friends, two girls and Sonya's grandmother leave to visit a cave, but everything goes wrong and their crazy adventures begin.",2015,12,2,10751415.998380125,27920622.14326248,17169206.144882355
6350,6562,332835,पीकू,2015-05-08,123,"Drama,Comedy",5500000,22159216,7.0,147,6.161,A taxi driver is caught between a dysfunctional relationship between a woman and her father as he drives them to Kolkata.,2015,5,8,6251658.5716200005,25187609.572141655,18935951.000521652
6351,6563,338065,दिल धड़कने दो,2015-06-04,170,"Drama,Family,Romance",13000000,22000000,6.9,110,9.47,"On a cruise to celebrate their parents' 30th wedding anniversary, a brother and sister deal with the impact of family considerations on their romantic lives.",2015,6,4,14776647.532920003,25006634.286480002,10229986.75356
6352,6564,333623,ラブライブ！The School Idol Movie,2015-06-13,99,"Animation,Music,Comedy",3000000,21000000,7.6,45,9.488,"Although μ's, the defending champions of the school idol tournament, plans to dissolve their group after the graduation of their senior members, they receive news that leads them to holding a concert event! The 9 girls continue to learn and grow in this new and unfamiliar world. What is the last thing that these girls can do as school idols? With the clock ticking, what kind of meaning will the μ's members find in performing the most exciting live performance?",2015,6,13,3409995.5845200005,23869969.091640003,20459973.507120002
6353,6565,352161,El clan,2015-08-13,109,"Drama,History,Crime",3500000,20381995,6.7,346,6.319,"In Argentina, between 1982 and 1985, the Puccios, a well-established family of San Isidro, an upper-class suburb of Buenos Aires, kidnap several people and hold them as hostages for a ransom.",2015,8,13,3978328.1819400005,23167504.3179029,19189176.1359629
6354,6566,422390,28岁未成年,2015-01-11,107,"Comedy,Romance,Fantasy",16555414,18652889,7.4,27,4.856,"When Liang Xia's obsession for a perfect wedding puts a strain in the relationship with her fiancé, he ultimately calls it quits and breaks up with her. In a heartbroken state, Liang Xia carelessly ingests a magical item, which transports the 28-year-old’s mind back to when she was only seventeen years old.",2015,1,11,18817962.879966866,21202089.709513895,2384126.829547029
