,Unnamed: 0,id,original_title,release_date,runtime,genres,budget,revenue,vote_average,vote_count,popularity,overview,year,month,day,fixed_budget,fixed_revenue,fixed_gross
5074,4433,81481,도가니,2011-09-22,125,Drama,2200000,31500000,8.1,413,27.707,"Based on actual events that took place at Gwangju Inhwa School for the hearing-impaired, where young deaf students were the victims of repeated sexual assaults by faculty members over a period of five years in the early 2000s.",2011,9,22,2706538.3474813444,38752708.15711925,36046169.809637904
5075,4434,70868,I Don't Know How She Does It,2011-09-16,89,"Romance,Comedy",24000000,31410151,5.2,337,15.004,"A comedy centered on the life of Kate Reddy, a finance executive who is the breadwinner for her husband and two kids.",2011,9,16,29525872.881614663,38642171.90076342,9116299.01914876
5076,4435,57586,African Cats,2011-04-21,89,"Documentary,Adventure",5000000,30857747,7.4,210,9.971,"African Cats captures the real-life love, humor and determination of the majestic kings of the savanna. The story features Mara, an endearing lion cub who strives to grow up with her mother’s strength, spirit and wisdom; Sita, a fearless cheetah and single mother of five mischievous newborns; and Fang, a proud leader of the pride who must defend his family from a once banished lion.",2011,4,21,6151223.517003057,37962579.805626094,31811356.28862304
5077,4436,72113,Carnage,2011-09-16,80,"Comedy,Drama",25000000,30722632,7.2,2505,9.865,"After 11-year-old Zachary Cowan strikes his classmate across the face with a stick after an argument, the victim's parents invite Zachary's parents to their Brooklyn apartment to deal with the incident in a civilized manner.",2011,9,16,30756117.585015275,37796355.292526126,7040237.707510851
5078,4437,63492,What's Your Number?,2011-09-30,106,"Comedy,Romance",20000000,30426096,6.5,2053,15.429,"Ally Darling is realizing she's a little lost in life. Her latest romance has just fizzled out, and she's just been fired from her marketing job. Then she reads an eye-opening magazine article that warns that 96 percent of women who've been with 20 or more lovers are unlikely to find a husband. Determined to turn her life around and prove the article wrong, Ally embarks on a mission to find the perfect mate from among her numerous ex-boyfriends.",2011,9,30,24604894.068012226,37431543.44915853,12826649.3811463
5079,4438,85435,A Few Best Men,2011-10-14,97,Comedy,12468389,29007412,5.8,391,7.067,A comedy about a groom and his three best men who travel to the Australian outback for a wedding.,2011,10,14,15339169.52718844,35686214.97235932,20347045.44517088
5080,4439,313230,賽德克‧巴萊：彩虹橋,2011-09-30,132,"Action,Drama,History",25000000,29000000,8.0,55,15.371,"After the uprising at Wushe, Mona Rudao faces a guerrilla war against the militarily superior Japanese and Seediq clans. He and his followers must fight for their dignity and honor so that they can truly be ""Seediq Bale"" or ""real men."" Warriors of the Rainbow: Seediq Bale - Part 2: The Rainbow Bridge is Part two of the two-part, four-hour Taiwanese edition of the film Warriors of the Rainbow.",2011,9,30,30756117.585015275,35677096.39861772,4920978.8136024475
5081,4440,98344,賽德克‧巴萊(上)：太陽旗,2011-09-09,144,"Drama,Action,History",25000000,29000000,7.1,69,5.933,"An indigenous clan-based people living in harmony with nature find their way of life threatened when violent interlopers from another culture arrive, intent on seizing their natural resources and enslaving them. Warriors of the Rainbow: Seediq Bale - Part 1: The Sun Flag is Part one of the two-part, four-hour Taiwanese edition of the film Warriors of the Rainbow.",2011,9,9,30756117.585015275,35677096.39861772,4920978.8136024475
5082,4441,38319,Your Highness,2011-04-08,102,"Comedy,Fantasy",49900000,28013733,5.3,1117,11.471,"A fantasy movie about an arrogant, lazy prince and his more heroic brother who must complete a quest in order to save their father's kingdom.",2011,4,8,61389210.69969049,34463746.64572891,-26925464.053961582
5083,4442,76788,மங்காத்தா,2011-08-31,149,"Action,Thriller",6100000,28000000,6.6,51,3.73,"Vinayak, a suspended cop, helps a group of four men rob cricket betting money amounting to 500 crores INR. When it comes to splitting the amount, betrayal hits the team hard and a chase ensues.",2011,8,31,7504492.690743727,34446851.6952171,26942359.004473377
5084,4443,48231,A Dangerous Method,2011-09-30,99,"Drama,Thriller",15000000,27462041,6.3,1761,10.818,"Seduced by the challenge of an impossible case, the driven Dr. Carl Jung takes the unbalanced yet beautiful Sabina Spielrein as his patient. Jung’s weapon is the method of his master, the renowned Sigmund Freud. Both men fall under Sabina’s spell.",2011,9,30,18453670.551009163,33785030.48482042,15331359.933811255
5085,4444,49494,The Eagle,2011-02-08,114,"Adventure,Drama",25000000,27122040,6.2,1106,11.386,"In 140 AD, twenty years after the unexplained disappearance of the entire Ninth Legion in the mountains of Scotland, young centurion Marcus Aquila arrives from Rome to solve the mystery and restore the reputation of his father, the commander of the Ninth. Accompanied only by his British slave Esca, Marcus sets out across Hadrian's Wall into the uncharted highlands of Caledonia - to confront its savage tribes, make peace with his father's memory, and retrieve the lost legion's golden emblem, the Eagle of the Ninth.",2011,2,8,30756117.585015275,33366746.05541951,2610628.470404234
5086,4445,65946,Ready,2011-06-03,140,"Action,Comedy",5800000,27000000,5.0,67,4.712,A man teams up with his family to reform his girlfriend's two warring uncles who want to inherit her wealth.,2011,6,3,7135419.279723546,33216606.991816502,26081187.71209296
5087,4446,77459,Un monstre à Paris,2011-10-12,90,"Adventure,Animation,Comedy,Family,Fantasy",25000000,26611650,6.8,1069,24.451,"Paris, 1910. Emile, a shy movie projectionist, and Raoul, a colourful inventor, find themselves embarked on the hunt for a monster terrorizing citizens. They join forces with Lucille, the big-hearted star of the Bird of Paradise cabaret, an eccentric scientist and his irascible monkey to save the monster, who turns out to be an oversized but harmless flea, from the city's ruthlessly ambitious police chief.",2011,10,12,30756117.585015275,32738841.461250875,1982723.8762356006
5088,4447,50357,Apollo 18,2011-07-20,86,"Horror,Thriller,Fiction",5000000,25562924,5.3,820,17.575,"Officially, Apollo 17 was the last manned mission to the moon. But a year later in 1973, three American astronauts were sent on a secret mission to the moon funded by the US Department of Defense. What you are about to see is the actual footage which the astronauts captured on that mission. While NASA denies its authenticity, others say it's the real reason we've never gone back to the moon.",2011,7,20,6151223.517003057,31448651.854432363,25297428.337429307
5089,4448,81390,A Lonely Place to Die,2011-04-09,99,"Adventure,Action,Thriller,Crime",4000000,25345000,6.1,463,10.565,A group of five mountaineers are hiking and climbing in the Scottish Highlands when they discover a young Serbian girl buried in a small chamber in the wilderness. They become caught up in a terrifying game of cat and mouse with the kidnappers as they try to get the girl to safety.,2011,4,9,4920978.813602446,31180552.007688485,26259573.194086038
5090,4449,70590,Singham,2011-07-22,143,"Drama,Action,Crime",3062000,25034000,6.8,112,7.526,"An honest, small town cop is transferred to a big city that is controlled by a crime boss that he had once humiliated.",2011,7,22,3767009.281812671,30797945.9049309,27030936.62311823
5091,4450,59968,Our Idiot Brother,2011-08-26,90,"Comedy,Drama",5000000,24816118,6.1,795,7.375,"Everybody has one—the sibling who is always just a little bit behind the curve when it comes to getting his life together. For sisters Liz, Miranda and Natalie, that person is their perennially upbeat brother, Ned. But as each of their lives begins to unravel, Ned's family comes to realise that Ned isn't such an idiot after all.",2011,8,26,6151223.517003057,30529897.72846457,24378674.211461514
5092,4451,60243,جدایی نادر از سیمین,2011-02-15,123,Drama,5000000,24426169,7.9,1382,8.149,A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer's disease.,2011,2,15,6151223.517003057,30050165.0366182,23898941.519615144
5093,4453,23514,The Rum Diary,2011-10-13,120,"Comedy,Drama",45000000,24000000,5.9,999,15.436,"Tired of the noise and madness of New York and the crushing conventions of late Eisenhower-era America, itinerant journalist Paul Kemp travels to the pristine island of Puerto Rico to write for a local San Juan newspaper run by the downtrodden editor Lotterman. Adopting the rum-soaked lifestyle of the late ‘50s version of Hemingway’s 'The Lost Generation', Paul soon becomes entangled with a very attractive American woman and her fiancée, a businessman involved in shady property development deals.  It is within this world that Kemp ultimately discovers his true voice as a writer and integrity as a man.",2011,10,13,55361011.6530275,29525872.881614663,-25835138.771412835
5094,4455,59440,Warrior,2011-09-09,140,"Drama,Action",25000000,23308615,7.8,3811,79.606,"The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament – a path that puts the fighter on a collision course with his estranged, older brother.",2011,9,9,30756117.585015275,28675300.147354033,-2080817.4376612417
5095,4456,57157,Young Adult,2011-11-11,94,"Comedy,Drama",12000000,22939027,5.8,1042,16.278,"A divorced writer from the Midwest returns to her hometown to reconnect with an old flame, who's now married with a family.",2011,11,11,14762936.440807331,28220616.467913605,13457680.027106274
5096,4459,58723,காவலன்,2011-01-15,152,"Drama,Family,Romance",8400000,20000000,5.6,30,3.322,"Bhoominathan aka Bhoomi is introduced to us as a person who gets into many local fights. Worried about his future, his family sends him to Muthuramalingam (Raj Kiran), a much respected personality in his place Semmanur, to put Bhoomi's life on the right track. But things don't go as planned. Muthuramalingam's adversary threatens to kill his daughter Meera (Asin) as a revenge against his own daughter's fate. So Bhoomi is given the job of Meera's bodyguard at college. Meera goes to college with her friend Madhu but is irritated by Bhoomi's presence everywhere. So she devises a plan.",2011,1,15,10334055.508565132,24604894.068012226,14270838.559447095
5097,4460,79464,Rockstar,2011-11-11,159,"Drama,Music,Romance",10920000,19660000,7.2,139,6.706,An uninhibited youth woos the hottest about-to-be-married college girl. He rises to become a rock-star - then self-destructs.,2011,11,11,13434272.161134673,24186610.868856017,10752338.707721343
5098,4461,67913,The Guard,2011-07-07,96,"Action,Comedy,Thriller,Crime",6000000,19560274,7.0,945,8.479,"When a small-town Irish cop with a crass personality is partnered with a straight-laced FBI agent to bust an international drug-trafficking ring, they must settle their differences in order to take down a dangerous gang.",2011,7,7,7381468.220403666,24063923.485564683,16682455.265161017
5099,4462,50839,Margin Call,2011-02-11,107,"Thriller,Drama",3500000,19504039,6.8,1407,17.341,A thriller that revolves around the key people at an investment bank over a 24-hour period during the early stages of the financial crisis.,2011,2,11,4305856.461902138,23994740.674668953,19688884.212766815
5100,4464,67675,Glee: The Concert Movie,2011-08-11,84,"Music,Documentary,Family",9000000,18663238,7.3,245,10.281,"A concert documentary shot during the Glee Live! In Concert! summer 2011 tour, featuring song performances and Glee fans' life stories and how the show influenced them.",2011,8,11,11072202.3306055,22960349.697805014,11888147.367199514
5101,4465,74458,मेरे ब्रदर की दुल्हन,2011-09-09,139,"Drama,Comedy,Romance",5510000,18050000,6.2,46,2.581,"London-based Luv Agnihotri decides to end his bachelorhood and asks his Bollywood film-maker brother, Kush, to find a bride for him - much to the displeasure of his Dehradun-based father. Kush accordingly meets and interviews a variety of women, and finally selects Delhi-based Dimple Dixit, a woman he had known before, to be the perfect match. Dimple and Luv meet on-line, are attracted to each other, and the former travels to India where the two families get the couple formally engaged. It is then Dimple decides that she prefers Kush. Watch as things spiral out of control when she insists that Kush must elope with her.",2011,9,9,6778648.315737366,22205916.896381028,15427268.580643661
5102,4466,67109,Delhi Belly,2011-07-01,102,"Action,Comedy",4090000,18035000,6.9,139,6.36,"Three unsuspecting, average guys find themselves on the hit list of one of India's most-powerful crime syndicates.",2011,7,1,5031700.836908499,22187463.225830022,17155762.38892152
5103,4467,63996,Gooische Vrouwen,2011-03-10,105,Drama,3500000,18000000,6.0,44,2.143,"Gooische Vrouwen (Vipers Nest) is based on a very popular Dutch TV series and can be described as a Dutch variation of Sex and the City and Desperate Housewives. The film tells the story of four girlfriends who live in the bourgeois area ‘t Gooi, where life always seems to run smoothly, but dark clouds are gathering on the horizon. A flight seems the only way out…",2011,3,10,4305856.461902138,22144404.661211,17838548.19930886
5104,4469,81273,The Dirty Picture,2011-12-02,144,"Comedy,Drama",2600000,17000000,6.3,65,5.137,"After running away from home in search of movie stardom, a village girl rises to become a prominent sex symbol.",2011,12,2,3198636.228841589,20914159.95781039,17715523.728968803
5105,4470,94047,마이웨이,2011-12-21,137,"Drama,Action,History,War",25500000,16653488,8.0,296,11.395,"Jun-shik, who works for Tatsuo’s grandfather’s farm while Korea is colonized by Japan, dreams about participating in the Tokyo Olympics as a marathon runner. Tatsuo also aims to become a marathon runner, so the two become rivals. But the war breaks out and they both are forced to enlist in the army. Tatsuo becomes the head of defense in Jun-shik’s unit and he devises a scheme but fails. Jun-shik and Tatsuo are held captive by the Soviets. They run away but soon are captured by the Germans and forced to separate. In 1944, they meet again on the shores of Normandy.",2011,12,21,31371239.936715577,20487865.405145638,-10883374.53156994
5106,4471,62215,Melancholia,2011-05-26,135,"Drama,Fiction",7400000,15946321,7.2,2906,14.069,Two sisters find their already strained relationship challenged as a mysterious new planet threatens to collide with Earth.,2011,5,26,9103810.805164522,19617876.948975936,10514066.143811414
5107,4472,55846,Blitz,2011-05-20,97,"Crime,Action,Thriller",15774948,15800000,6.2,1362,58.363,A tough cop is dispatched to take down a serial killer who has been targeting police officers.,2011,5,20,19407046.22342006,19437866.313729655,30820.090309593827
5108,4473,61891,Anonymous,2011-10-21,130,"Drama,History,Thriller",30000000,15395087,6.4,627,8.827,"Set against the backdrop of the succession of Queen Elizabeth I, and the Essex Rebellion against her, the story advances the theory that it was in fact Edward De Vere, Earl of Oxford who penned Shakespeare's plays.",2011,10,21,36907341.10201833,18939724.240141604,-17967616.861876722
5109,4476,57276,Pina,2011-02-24,106,Documentary,4317946,14624826,7.4,204,7.158,"Pina is a feature-length dance film in 3D with the ensemble of the Tanztheater Wuppertal Pina Bausch, featuring the unique and inspiring art of the great German choreographer, who died in the summer of 2009.",2011,2,24,5312130.196069854,17992114.724655546,12679984.528585691
5110,4477,51162,Winnie the Pooh,2011-04-06,63,"Animation,Family,Adventure",30000000,14460000,6.9,705,20.853,"During an ordinary day in Hundred Acre Wood, Winnie the Pooh sets out to find some honey. Misinterpreting a note from Christopher Robin, Owl convinces Pooh, Tigger, Rabbit, Piglet, Kanga, Roo, and Eeyore that their young friend has been captured by a creature named ""Backson"" and they set out to rescue him.",2011,4,6,36907341.10201833,17789338.411172833,-19118002.690845493
5111,4478,83899,You're Next,2011-09-10,94,"Horror,Thriller,Mystery",1000000,14347000,6.6,2027,27.981,"When the Davison family comes under attack during their wedding anniversary getaway, the gang of mysterious killers soon learns that one of their victims harbors a secret talent for fighting back.",2011,9,10,1230244.7034006114,17650320.75968857,16420076.05628796
5112,4479,55347,Beginners,2011-06-09,105,"Drama,Romance,Comedy",3200000,14311701,6.9,860,11.98,"Oliver meets the irreverent and unpredictable Anna only months after his father Hal Fields has passed away. This new love floods Oliver with memories of his father, who, following the death of his wife of 44 years, came out of the closet at age 75 to live a full, energized, and wonderfully tumultuous gay life – which included a younger boyfriend.",2011,6,9,3936783.050881956,17606894.35190323,13670111.301021274
5113,4480,60062,Judy Moody and the Not Bummer Summer,2011-06-10,91,"Comedy,Family",20000000,14166853,6.2,74,8.929,Third-grader Judy Moody sets out to have the most thrilling summer of her life.,2011,6,10,24604894.068012226,17428695.86710506,-7176198.200907167
5114,4481,74998,Seeking Justice,2011-09-02,105,"Action,Drama,Thriller",17000000,14089528,5.9,842,36.414,"After his wife is assaulted, a husband enlists the services of a vigilante group to help him settle the score.",2011,9,2,20914159.95781039,17333567.195414606,-3580592.7623957843
5115,4482,127713,The Story Of Short Stack,2011-10-28,67,"Documentary,Comedy,Drama",2000000,14000000,6.5,3,1.236,"After years of struggling to make it in the music business, and achieving surprising success; Shaun Diviney, Andy Clemmensen and Bradie Webb share their story whilst recording their third studio album. Pain, pleasure and a lot of penis.",2011,10,28,2460489.406801223,17223425.84760855,14762936.440807328
5116,4484,61672,Titeuf : Le Film,2011-04-06,87,"Animation,Comedy,Drama,Romance",15000000,13970489,5.7,113,6.085,"Titeuf is a comic series created by Swiss draughtsman Zep (real name Philippe Chapuis) depicting the life of a young boy (the title's namesake Titeuf, ""Tootuff"" in the English translation) and his vision of the adult world & themes such as love, sex, seduction and mysteries about the girls.  In this film, Titeuf (Donald Reignoux) is off on a new comedic adventure! Things get complicated when Nadia (Melanie Bernier) doesn’t invite Titeuf to her birthday party, which is surely the most horrible moment of his life. Before long, Titeuf’s whole life is turned upside down when his parents are nearly deported. Everything continues to spiral out of control even in the midst of Titeuf’s exhaustive attempts to make matters right.",2011,4,6,18453670.551009163,17187120.0961665,-1266550.4548426643
5117,4485,81298,Бой с тенью 3: Последний раунд,2011-11-17,122,"Action,Drama",5000000,13645556,5.2,16,2.355,"Champion boxer Artyom Kolchin climbed all conceivable heights and became a national hero. He does not enter the boxing ring any more, rather choosing a coaching job and wild high life, including continuous TV appearances, hanging out and love affairs. One morning his daughter and his wife Vika meet him at home. Vika does not see the Artyom she once fell in love with in him any longer... The externally happy life of Kolchin comes to an end when the boxer he trains is almost killed during a match with the famous Kuerte. Artyom suspects that he used some forbidden technique. To obtain the proof, he has to go to Hong Kong where his long-time friend Vagit Valiev waits for him: he knows something about Kuerte which is not known to anyone else. To win, Artyom will have to enter the ring again.",2011,11,17,6151223.517003057,16787372.993956428,10636149.476953372
5118,4487,57089,Hoodwinked Too! Hood VS. Evil,2011-04-29,86,"Comedy,Animation,Family",30000000,13521829,5.1,457,24.497,"Red Riding Hood is training in the group of Sister Hoods, when she and the Wolf are called to examine the sudden mysterious disappearance of Hansel and Gretel.",2011,4,29,36907341.10201833,16635158.50753878,-20272182.594479546
5119,4489,92182,Silent House,2011-01-21,85,"Horror,Mystery",2000000,13101672,5.4,322,9.671,"Sarah returns with her father and uncle to fix up the family's longtime summerhouse after it was violated by squatters in the off-season. As they work in the dark, Sarah begins to hear sounds from within the walls of the boarded-up building. Although she barely remembers the place, Sarah senses the past may still haunt the home.",2011,1,21,2460489.406801223,16118262.583692092,13657773.176890869
5120,4490,77944,La peggior settimana della mia vita,2011-10-27,93,Comedy,11000000,12935800,6.1,409,5.719,"Seven days before his wedding, a man must contend with a series of never-ending disasters.",2011,10,27,13532691.737406723,15914199.434249625,2381507.6968429014
5121,4492,61293,Служебный роман. Наше время,2011-03-17,88,"Comedy,Romance",5000000,11840661,4.3,33,1.599,"Anatoli Yefremovich Novoseltsev works in a ratings company, whose director is an unattractive and bossy woman. An old friend of his, Yuri Grigorievich Samokhvalov, who gets appointed assistant director, wants to make Novoseltsev the manager but encounters objections from Ludmila Prokopievna Kalugina, the director. Samokhvalov then advises Novoseltsev to lightly hit on the boss. Ironically, Novoseltsev and Kalugina fall in love with each other...",2011,3,17,6151223.517003057,14566910.48001218,8415686.963009123
5122,4493,53487,This Must Be the Place,2011-08-24,118,Drama,25000000,11790979,7.0,1063,8.112,"A bored, retired rock star sets out to find his father's executioner, an ex-Nazi war criminal who is a refugee in the U.S.",2011,8,24,30756117.585015275,14505789.462657839,-16250328.122357436
5123,4495,71859,We Need to Talk About Kevin,2011-09-28,113,"Drama,Thriller",7000000,10765283,7.6,2335,21.554,"After her son Kevin commits a horrific act, troubled mother Eva reflects on her complicated relationship with her disturbed son as he grew from a toddler into a teenager.",2011,9,28,8611712.923804276,13243932.39135864,4632219.467554364
5124,4496,55725,Win Win,2011-03-18,106,"Drama,Comedy",10831173,10654385,6.8,398,7.864,"When down-on-his-luck part-time high school wrestling coach Mike agrees to become legal guardian to an elderly man, his ward's troubled grandson turns out to be a star grappler, sparking dreams of a big win -- until the boy's mother retrieves him.",2011,3,18,13324993.214865705,13107500.71424092,-217492.5006247852
5125,4497,64639,Straw Dogs,2011-09-16,110,"Drama,Thriller",25000000,10324441,5.9,438,9.872,"L.A. screenwriter David Sumner relocates with his wife, Amy, to her hometown in the deep South. There, while tensions build between them, a brewing conflict with locals becomes a threat to them both.",2011,9,16,30756117.585015275,12701588.855822109,-18054528.729193166
5126,4498,51588,Prom,2011-04-29,104,"Comedy,Romance",8000000,10130000,6.1,404,8.542,"At “Prom,” every couple has a story and no two are exactly alike. As the big dance approaches for Nova Prescott, it’s a battle of wills as she finds herself drawn to the guy who gets in the way of her perfect prom. Fellow seniors Mei and Tyler harbor secrets, while others face all the insecurity and anticipation that surrounds one of high school’s most seminal events.",2011,4,29,9841957.627204891,12462378.84544819,2620421.218243299
5127,4499,65055,Shark Night 3D,2011-09-02,91,"Thriller,Horror",28000000,10126458,5.0,440,22.786,A weekend at a lake house in the Louisiana Gulf turns into a nightmare for seven vacationers as they are subjected to fresh-water shark attacks.,2011,9,2,34446851.6952171,12458021.318708746,-21988830.376508355
5128,4500,57889,Самый лучший фильм 3-ДЭ,2011-01-19,102,Comedy,6500000,9816332,3.2,18,3.058,"Hijinks ensue when an amateur filmmaker, financially reliant on video piracy, must reshoot all the movies from a film festival before time runs out.",2011,1,19,7996590.572103973,12076490.449821927,4079899.877717954
5129,4502,70578,Trespass,2011-10-13,91,Thriller,36000000,9612469,5.5,991,16.451,"Kyle and Sarah Miller have it all: a huge gated house on the water, fancy cars, and the potential for romance in their relationship. He's just back from a business trip and their teen daughter Avery is sneaking out to a party, when four thugs in security uniforms and ski masks stage a home invasion. They want what's in the safe: cash and diamonds. As Kyle stalls them, trying to negotiate for Sarah's freedom, the fault lines in Kyle and Sarah's marriage and the pasts of the four robbers come into play. Is there room here for heroism?",2011,10,13,44288809.322422,11825689.07385257,-32463120.24856943
5130,4505,63006,दम मारो दम,2011-04-22,130,"Drama,Action,Crime",4800000,8400000,5.7,23,2.168,"ACP Vishnu is sent on a mission to investigate and clean the underbelly of Goa. During his investigation, he uncovers a huge racket and discovers the involvement of various politicians.",2011,4,22,5905174.576322933,10334055.508565132,4428880.932242199
5131,4506,73937,The Big Year,2011-10-13,100,Comedy,41000000,8179416,6.0,650,10.329,"Three fanatical bird-watchers spend an entire year competing to spot the highest number of species as El Nino sends an extraordinary variety of rare breeds flying up into the U.S., but they quickly discover that there are more important things than coming out on top of the competition.",2011,10,13,50440032.83942506,10062683.21091021,-40377349.62851485
5132,4507,75438,Беременный,2011-09-08,81,Comedy,2000000,8000000,2.7,17,4.401,"The main character of the film Sergey Dobrolyubov is a news anchor of a music channel. Because of his conservatism he looks strange among his progressive colleagues. And his skeptical and negative attitude to all things new and unusual is a constant target of their mockery. He is definitely not a star of the channel. Sergey and his wife want to have a baby but have no success. Only a miracle can help them but Sergey does not believe in miracles till one particular moment. He makes a wish to have a baby, and a miracle happens - he gets pregnant! Now Sergey must prove to everyone - dreams can come true. But his friend Zhora sees a practical side of this situation. He suggests Sergey to use his pregnancy to gain money and glory by launching a new TV show. The Show Pregnant becomes very popular, and the protagonist Sergey Dobrolyubov is a star of it. But it is not easy to be a man in the family way and a TV star.",2011,9,8,2460489.406801223,9841957.627204891,7381468.2204036685
5133,4508,59099,Hollywood & Wine,2011-05-03,95,"Comedy,Thriller",5000000,8000000,4.0,10,3.862,"Diane Blaine has the face of a movie star. Unfortunately, fallen star/tabloid queen Jamie Stephens already made it famous. Hollywoods constant rejection due to what Diane refers to as ""TJS"" (""Too Jamie Stephens"") has made her bitter, frustrated....and, yes, whiny. Co-worker/boyfriend Jack Sanders doesn't help matters. His idea of ambition is letting it ride. Now he's in major debt to a trigger-happy mobster who, interestingly enough, has a thing for Jamie Stephens. Jack's only way out? Convince Diane to be Jamie and wipe out the debt having one meal with a made man. It's literally the performance of her life. With Jack's on the line.",2011,5,3,6151223.517003057,9841957.627204891,3690734.1102018347
5134,4509,72152,आरक्षण,2011-08-12,164,"Drama,Thriller",6100000,7900000,5.9,31,3.081,The decision by India's supreme court to establish caste-based reservations for jobs in education causes conflict between a teacher and his mentor.,2011,8,12,7504492.690743727,9718933.156864827,2214440.466121101
5135,4512,69938,Cilada.com,2011-07-08,95,"Comedy,Romance",1483515,7586448,5.1,130,4.79,"Exposed by his girlfriend through a video on the Internet, Bruno tries to revive his reputation, but all he can do is get into a series of traps (Cilada, in Portuguese). Cilada.com is a comedy about love and betrayal that shows the power of the Internet to transform small intimacies and slips in fame and constraints globalized.",2011,7,8,1825086.4711653576,9333187.469624162,7508100.998458805
5136,4514,65521,प्यार का पंचनामा,2011-05-20,149,"Drama,Comedy,Romance",1400000,7200000,7.0,65,4.644,Nishant starts dating Charu while his roommates Rajat and Vikrant already have girlfriends in Neha and Rhea respectively. Trouble starts when the guys feel that their girlfriends are dominating them.,2011,5,20,1722342.5847608554,8857761.8644844,7135419.279723544
5137,4515,75896,रास्कल्स,2011-10-06,128,Comedy,6500000,7100000,3.9,13,1.365,Two rival con-men attempt to outdo each other to woo a wealthy woman.,2011,10,6,7996590.572103973,8734737.39414434,738146.8220403669
5138,4517,50725,Take Me Home Tonight,2011-03-04,97,"Comedy,Drama,Romance",19000000,6928068,6.0,566,14.417,"Recent MIT grad Matt Franklin should be well on his way to a successful career at a Fortune 500 company, but instead he rebels against maturity by taking a job at a video store. Matt rethinks his position when his unrequited high-school crush, Tori, walks in and invites him to an end-of-summer party. With the help of his twin sister and his best friend, Matt hatches a plan to change the course of his life.",2011,3,4,23374649.36461161,8523218.961799264,-14851430.402812347
5139,4519,77461,وهلأ لوين؟‎,2011-09-14,110,"Drama,Comedy",21000000,6700000,7.4,154,6.204,"On a remote, isolated, unnamed Lebanese village inhabited by both Muslims and Christians. The village is surrounded by land mines and only reachable by a small bridge. As civil strife engulfed the country, the women in the village learn of this fact and try, by various means and to varying success, to keep their men in the dark, sabotaging the village radio, then destroying the village TV.",2011,9,14,25835138.77141283,8242639.512784094,-17592499.258628737
5140,4521,85621,Muži v naději,2011-08-25,115,"Comedy,Romance",1130710,6638849,7.6,138,12.039,"Charming bon vivant Rudolf is convinced that infidelity is the basis for a happy marriage, since, after all, a woman does not want to be bored with her partner.",2011,8,25,1391049.9885821051,8167408.818926443,6776358.830344338
5141,4524,69785,शैतान,2011-06-01,126,"Action,Crime,Drama,Thriller",1700000,6100000,6.4,39,2.824,Five substance-abusing friends decide to fake a kidnapping in order to bribe a police constable for covering-up a hit-and-run accident.,2011,6,1,2091415.995781039,7504492.690743727,5413076.694962688
5142,4526,68016,ஆடுகளம்,2011-01-14,160,"Action,Drama,Thriller",4000000,6000000,7.3,33,2.851,"Pettaikaaran is famous in his town for an impeccable track record of successes in rooster fights. When one of his aides, Karuppu, goes against his word in a fight, it leads to an enmity between them.",2011,1,14,4920978.813602446,7381468.220403666,2460489.40680122
5143,4529,62630,The Devil's Double,2011-02-11,109,"Drama,Action,Thriller,Crime,War",19100000,5728213,6.7,461,7.319,A chilling vision of the House of Saddam Hussein comes to life through the eyes of the man who was forced to become the double of Hussein's sadistic son.,2011,2,11,23497673.834951676,7047103.703200525,-16450570.131751152
5144,4530,55386,दिल तो बच्चा है जी,2011-01-28,146,"Drama,Comedy,Romance",2600000,5700000,6.1,24,1.791,Three roommates are in search of true love. They each find a girl with whom they fall head over heels in love with. Now they just have to get the women to reciprocate.,2011,1,28,3198636.228841589,7012394.809383485,3813758.5805418957
5145,4531,73873,Albert Nobbs,2011-12-21,113,Drama,8000000,5634828,6.3,380,7.899,"Albert Nobbs struggles to survive in late 19th century Ireland, where women aren't encouraged to be independent. Posing as a man, so she can work as a butler in Dublin's most posh hotel, Albert meets a handsome painter and looks to escape the lie she has been living.",2011,12,21,9841957.627204891,6932217.30157346,-2909740.3256314313
5146,4533,77221,Black Gold,2011-12-21,130,"Adventure,Drama",40000000,5446000,6.5,225,7.255,"On the Arabian Peninsula in the 1930s, two warring leaders come face to face. The victorious Nesib, Emir of Hobeika, lays down his peace terms to rival Amar, Sultan of Salmaah. The two men agree that neither can lay claim to the area of no man’s land between them called The Yellow Belt. In return, Nesib adopts Amar’s two boys Saleeh and Auda as a guarantee against invasion. Twelve years later, Saleeh and Auda have grown into young men. Saleeh, the warrior, itches to escape his gilded cage and return to his father’s land. Auda cares only for books and the pursuit of knowledge. One day, their adopted father Nesib is visited by an American from Texas. He tells the Emir that his land is blessed with oil and promises him riches beyond his wildest imagination. Nesib imagines a realm of infinite possibility, a kingdom with roads, schools and hospitals all paid for by the black gold beneath the barren sand. There is only one problem. The precious oil is located in the Yellow Belt.",2011,12,21,49209788.13602445,6699912.654719729,-42509875.48130472
