,original_title,id,runtime,genres,budget,revenue,vote_average,vote_count,popularity,year,month,day,fixed_budget,fixed_revenue,fixed_gross,gross_factor,pop_factor,freshness_factor,runtime_factor,goodness_factor,predicted_goodness
4440,चांदनी चौक टू चाइना,20002,154,"Action,Comedy",12000000,17000000,4.6,52,4.91,2009,1,16,15058195.16962348,21332443.1569666,6274247.987343118,8.847390137365021,4.378087611382983,9.009078313168304,3.203403001749928,6.359489765916559,6.968707960605995
4441,Taras Bulba,17935,130,"Drama,History",25000000,16815892,5.6,55,3.553,2009,4,2,31371239.936715577,21101415.30727585,-10269824.629439726,8.820952390047248,4.580154231229121,9.009078313168304,4.352952023707719,6.690784239538098,7.154974036768493
4442,Whip It,22798,111,Drama,15000000,16633035,6.7,898,11.271,2009,4,9,18822743.96202935,20871957.274431523,2049213.3124021736,8.840783479283076,6.95586029149527,9.009078313168304,7.781389463317852,8.146777886816125,7.194057611398397
4443,Everybody's Fine,26171,99,Drama,21000000,16443609,6.8,824,10.638,2009,12,4,26351841.54684109,20634256.134581428,-5717585.412259664,8.828381863017487,6.898961496682454,9.009078313168304,5.161963534029777,7.474596301724505,7.114944630436781
4444,Baarìa,25846,160,"Drama,Comedy,Romance",30000000,16017513,7.2,548,7.832,2009,9,2,37645487.9240587,20099569.740498435,-17545918.183560263,8.808818981228361,6.618612317297812,9.009078313168304,2.996484422665871,6.858248508590087,7.3274840657032065
4445,Goemon,24293,128,"Action,Drama,Fantasy",9000000,16000000,6.9,94,4.31,2009,3,17,11293646.37721761,20077593.55949798,8783947.18228037,8.851269485799548,5.1754171672399325,9.009078313168304,4.494294458311057,6.88251485612971,7.024251760699998
4446,Away We Go,19255,98,"Comedy,Drama,Romance",17000000,15779455,6.6,471,8.203,2009,6,5,21332443.1569666,19800842.75502425,-1531600.4019423388,8.835107894309969,6.428032804770734,9.009078313168304,5.050343552158344,7.330640641101837,7.167872903501342
4447,"I Love You, Beth Cooper",19840,102,"Comedy,Romance",18000000,15345201,5.9,727,46.825,2009,7,10,22587292.75443522,19255919.29792512,-3331373.4565101005,8.832228229484521,6.685373109804985,9.009078313168304,5.563482061211881,7.522540428417423,7.056963353179394
4448,Le Code a changé,14688,100,"Comedy,Romance",12000000,15016366,5.4,138,5.172,2009,2,18,15058195.16962348,18843280.830541525,3785085.660918046,8.843509500181497,5.2863912086060765,9.009078313168304,5.283220467720344,7.105549872419055,7.055209520112112
4449,Les Beaux Gosses,18896,90,Comedy,3500000,14751272,5.7,346,5.704,2009,6,10,4391973.591140182,18510627.73135017,14118654.140209991,8.8594070381855,6.06432629872578,9.009078313168304,4.373070830551557,7.076470620157785,7.071337394628798
4450,Bright Star,29963,119,"Drama,Romance",10000000,14374652,6.6,372,8.325,2009,11,5,12548495.974686231,18038026.275951546,5489530.301265314,8.846170329578456,6.239423068114793,9.009078313168304,5.375484537478269,7.367539062084955,7.106752713099267
4451,అరుంధతి,31629,132,"Horror,Fantasy,Thriller",2915739,14000000,6.7,21,1.85,2009,1,16,3658813.910473567,17567894.364560727,13909080.45408716,8.859090093057068,3.953915118164536,9.009078313168304,4.2230474525452335,6.511282744233785,6.908978946024737
4452,Micmacs à tire-larigot,27936,100,"Action,Comedy,Crime",33000000,14000000,6.6,460,5.92,2009,10,28,41410036.71646457,17567894.364560727,-23842142.351903845,8.798051246188184,6.409143710759591,9.009078313168304,5.283220467720344,7.374873434459105,7.072598748773955
4453,Yahşi Batı,30691,112,"Comedy,Western,Adventure",2000000,13565059,6.7,130,5.467,2009,12,31,2509699.194937248,17022108.82578813,14512409.63085088,8.86000192955474,5.411075813429731,9.009078313168304,7.081009965973052,7.590291505531456,7.042594952552688
4454,Nefes: Vatan Sağolsun,27957,128,"War,History,Action,Adventure,Drama",2000000,13500000,7.0,89,5.587,2009,10,15,2509699.194937248,16940469.565826412,14430770.370889165,8.859878651862852,5.143229015249572,9.009078313168304,4.494294458311057,6.876620109647946,7.150718060754088
4455,花木兰,32909,115,"Adventure,Drama,Action",12000000,13380561,7.5,356,12.257,2009,11,26,15058195.16962348,16790591.58475436,1732396.4151308795,8.840284177066636,6.306461808487072,9.009078313168304,6.071250033605381,7.556768583081848,7.0177796980280185
4456,박쥐,22536,133,"Drama,Horror,Thriller",5000000,13085023,7.1,673,8.881,2009,4,30,6274247.987343116,16419735.84441768,10145487.857074564,8.853360284900326,6.771668175538636,9.009078313168304,4.161755358616755,7.198965533056005,7.069832289060223
4457,Street Fighter: The Legend of Chun-Li,15268,97,"Action,Adventure,Fiction,Thriller",50000000,12764201,4.4,369,10.329,2009,2,27,62742479.87343115,16017152.4868586,-46725327.38657256,8.756613381306849,5.90885653804252,9.009078313168304,4.946821826697015,7.155342514803672,7.04625904773997
4458,Bandslam,23367,111,"Comedy,Drama,Family,Music,Romance",20000000,12225023,5.7,396,12.036,2009,8,6,25096991.949372463,15340565.190594662,-9756426.7587778,8.82179639024586,6.17221417827816,9.009078313168304,7.781389463317852,7.946119586252543,7.099973826878649
4459,Io sono l'amore,41110,120,"Drama,Romance",3600000,12014663,6.8,278,8.415,2009,9,5,4517458.5508870445,15076595.02927116,10559136.478384117,8.853993586069679,6.030466340468667,9.009078313168304,5.246259359513946,7.284949399805149,7.049221804465493
4460,Das weisse Band - Eine deutsche Kindergeschichte,37903,144,"Drama,Mystery",21555450,11652157,7.5,832,10.03,2009,9,24,27048847.75575504,14621704.5210912,-12427143.234663837,8.817388612489319,6.985001608154449,9.009078313168304,3.600491296015547,7.102989957456905,7.114875124585407
4461,Wake Up Sid,21297,138,"Comedy,Drama,Romance",3000000,11000000,7.2,120,6.911,2009,10,2,3764548.79240587,13803345.572154855,10038796.779748987,8.853196796080004,5.40462597506992,9.009078313168304,3.8846360022664985,6.787884271646181,6.96204339270732
4462,Extract,12569,92,Comedy,8000000,10848783,5.8,469,7.962,2009,9,3,10038796.77974899,13613590.980574448,3574794.2008254584,8.84318012792318,6.321350595170418,9.009078313168304,4.516306680709556,7.172478929242864,7.0398513129897875
4463,Книга мастеров,25805,101,Fantasy,8000000,10814122,4.5,33,1.63,2009,10,29,10038796.77974899,13570096.638676586,3531299.8589275964,8.843111974394365,3.997042149801926,9.009078313168304,5.41614268560047,6.816343780741265,6.85811433591014
4464,南京!南京!,21345,132,"Drama,History,War",12000000,10652498,7.4,174,7.1,2009,4,22,15058195.16962348,13367282.827335317,-1690912.3422881626,8.834853728519313,5.723522677035474,9.009078313168304,4.2230474525452335,6.9476255428170814,7.085776442756699
4465,The Boondock Saints II: All Saints Day,22821,118,"Action,Thriller,Crime",8000000,10629321,6.0,608,9.923,2009,11,24,10038796.77974899,13338199.178214785,3299402.3984657936,8.842748429451598,6.555928473446434,9.009078313168304,5.518218854984392,7.481493517762681,7.260894823454105
4466,Bad Lieutenant: Port of Call - New Orleans,11699,122,"Drama,Crime",25000000,10589102,6.1,903,49.54,2009,9,11,31371239.936715577,13287730.382254196,-18083509.554461382,8.807909507891923,6.8853077451525815,9.009078313168304,5.018953956051916,7.430312380566181,7.033400483104804
4467,Get Low,44718,103,"Comedy,Drama,Mystery",700000,10522511,6.7,232,9.982,2009,9,21,878394.7182280363,13204168.69270916,12325773.974481124,8.856688427564338,5.874041348202133,9.009078313168304,5.729107246376018,7.367228833827697,7.282205592226997
4468,Harry Brown,25941,103,"Thriller,Crime,Drama,Action",7300000,10329747,6.8,802,9.968,2009,11,11,9160402.06152095,12962278.864902718,3801876.803381767,8.843535789266676,6.877330498716495,9.009078313168304,5.729107246376018,7.614762961881873,7.11875482590235
4469,बिल्लू,16345,137,"Comedy,Drama",5750000,10000000,6.5,76,5.886,2009,2,13,7215385.185444584,12548495.974686231,5333110.789241647,8.845926790230076,4.9577791608115485,9.009078313168304,3.936633747144537,6.687354502838616,7.252537819127196
4470,Taking Woodstock,26320,120,"Music,Comedy,Drama",30000000,9975737,6.2,351,10.206,2009,8,26,37645487.9240587,12518049.558902854,-25127438.36515585,8.79582139602626,6.1430033180929255,9.009078313168304,5.246259359513946,7.2985405967003585,7.163970324345498
4471,Moon,17431,97,"Fiction,Drama",5000000,9760104,7.6,4831,17.911,2009,6,12,6274247.987343116,12247462.575651895,5973214.588308781,8.846922582215212,8.401564729313376,9.009078313168304,4.946821826697015,7.8010968628484765,7.053170732708838
4472,Chéri,22215,86,"Drama,Comedy,Romance",23000000,9368242,6.1,174,11.786,2009,4,8,28861540.741778336,11755734.702688651,-17105806.039089687,8.809562189177889,5.569102045878007,9.009078313168304,4.119896095505944,6.876909660932536,7.356914995537366
4473,Любовь в большом городе,24686,88,"Comedy,Romance",3500000,9112193,5.7,43,2.235,2009,3,5,4391973.591140182,11434431.718106408,7042458.126966226,8.848581117667527,4.39756393322766,9.009078313168304,4.241611632744427,6.624208749201979,7.0122578913098765
4474,De Dana Dan,25867,166,"Action,Comedy,Crime",8000000,9000000,5.6,57,4.331,2009,11,27,10038796.77974899,11293646.37721761,1254849.5974686202,8.839530525596276,4.608704227452121,9.009078313168304,2.806458376757613,6.3159428607435775,7.056367929734658
4475,Banlieue 13 - Ultimatum,15357,101,"Action,Thriller,Crime",15000000,8786375,6.4,955,37.096,2009,2,18,18822743.96202935,11025579.131958377,-7797164.830070972,8.825002970956033,6.968434902864769,9.009078313168304,5.41614268560047,7.554664718147394,7.298468242091706
4476,राज़ : दि मिस्ट्री कन्टिन्युज,15980,137,"Horror,Mystery",6250000,8000000,5.8,30,3.061,2009,1,23,7842809.984178894,10038796.77974899,2195986.795570095,8.841014607679794,4.123709857209552,9.009078313168304,3.936633747144537,6.477609131300547,7.276756983440751
4477,City Island,28053,104,"Drama,Comedy",6000000,7875862,6.9,291,6.444,2009,3,6,7529097.58481174,9883022.260418428,2353924.6756066885,8.841263185570007,6.078665791619927,9.009078313168304,5.918707639071406,7.461928732357411,7.508663475655556
4478,देव .डी,15977,144,"Comedy,Drama,Romance",1700000,7600000,7.0,95,6.522,2009,2,6,2133244.31569666,9536856.94076154,7403612.62506488,8.849139948662074,5.195376737558186,9.009078313168304,3.600491296015547,6.663521573851027,7.230911266503406
4479,The Descent: Part 2,34480,94,"Adventure,Horror,Thriller",6000200,7048886,5.9,866,22.278,2009,10,14,7529348.554731233,8845291.759702213,1315943.20497098,8.839627011713658,6.8252199935446685,9.009078313168304,4.674067902962041,7.336998305347167,7.100764536792902
4480,Spanish Movie,35640,83,Comedy,33000000,6982465,4.9,136,5.985,2009,12,4,41410036.71646457,8761943.394588752,-32648093.32187581,8.782549597146815,5.19705773695123,9.009078313168304,3.952304797118212,6.73524761109614,7.272387004922666
4481,జోష్,70388,177,"Action,Crime",1919382,6909775,5.3,6,2.177,2009,9,5,2408535.7300885217,8670728.377348756,6262192.647260235,8.84737142266355,2.765203009560144,9.009078313168304,2.49096743778751,5.778155045794877,7.1116452990278685
4482,ఏక్ నిరంజన్,38220,155,"Romance,Action,Drama",3800000,6900000,5.4,9,3.199,2009,10,29,4768428.47038077,8658462.2225335,3890033.75215273,8.843673787387948,3.104238219452343,9.009078313168304,3.167554985638829,6.031136326411856,7.06681187629186
4483,Bran Nue Dae,38415,82,"Comedy,Drama,Romance",7000000,6812530,5.7,22,3.975,2009,8,9,8783947.182280364,8548700.528242921,-235246.6540374421,8.837170818815393,3.861896917121606,9.009078313168304,3.899850667922252,6.401999179256888,7.068508901646337
4484,क़ुरबान,24613,161,"Crime,Drama,Romance,Thriller,Action",7700000,6600000,4.8,32,3.555,2009,11,20,9662341.9005084,8282007.343292915,-1380334.5572154848,8.835349091722284,4.024032506668066,9.009078313168304,2.963749874872692,6.208052446607836,7.124084945023808
4485,99,19980,141,"Comedy,Crime",3000000,6600000,6.5,15,2.631,2009,5,15,3764548.79240587,8282007.343292915,4517458.550887045,8.844654728356616,3.66074432243715,9.009078313168304,3.737108316199744,6.312896420040453,7.167257012817007
4486,Le Vilain,35436,86,Comedy,8616269,6593565,6.5,115,5.877,2009,11,25,10812121.686331378,8273932.386133204,-2538189.300198174,8.833499588756277,5.2888544306380005,9.009078313168304,4.119896095505944,6.812832107017131,7.158090705146972
4487,Post Grad,25704,89,"Comedy,Drama",15000000,6414729,5.0,251,9.532,2009,8,21,18822743.96202935,8049520.103520304,-10773223.858509043,8.820123300364251,5.703024687329102,9.009078313168304,4.306009760775681,6.959559015409334,7.00660272893232
4488,Blood: The Last Vampire,1450,91,"Action,Adventure,Horror,Fiction,Thriller",30000000,5874530,5.7,288,17.525,2009,4,2,37645487.9240587,7371651.605817351,-30273836.318241347,8.786781549796052,5.917669360687506,9.009078313168304,4.443065161753528,7.039148596351347,7.179207659993035
4489,十月圍城,30596,139,"Drama,Action,History",23000000,5837674,6.7,317,9.182,2009,12,18,28861540.741778336,7325402.869053049,-21536137.87272529,8.802024660148847,6.123559011380368,9.009078313168304,3.834113072253733,6.942193764237812,7.122066155068422
4490,Vincere,30239,128,"Drama,History",13000000,5701481,6.7,119,4.939,2009,5,19,16313044.767092103,7154501.137825005,-9158543.6292671,8.822777305856428,5.340407616416895,9.009078313168304,4.494294458311057,6.916639423438171,7.06563782155964
4491,新宿事件,20083,119,"Drama,Action,Thriller,Crime",15000000,5461200,6.6,202,12.529,2009,3,22,18822743.96202935,6852984.621695646,-11969759.340333704,8.818146527792136,5.751340472344559,9.009078313168304,5.375484537478269,7.238512462695817,7.179930516668113
4492,Solitary Man,36691,90,"Comedy,Drama,Romance",15000000,5024782,5.8,245,14.53,2009,9,7,18822743.96202935,6305345.670067584,-12517398.291961765,8.817238904268834,5.802319803902936,9.009078313168304,4.373070830551557,7.000426962972908,7.133903692821682
4493,American Pie Presents: The Book of Love,26123,93,Comedy,7000000,5021219,5.2,1504,98.948,2009,6,18,8783947.182280364,6300874.640951802,-2483072.541328561,8.833587800742297,7.165492246784074,9.009078313168304,4.593162894973244,7.400330313916979,7.235365575513036
4494,Vorstadtkrokodile,12137,98,"Adventure,Family",4980190,4628777,7.1,92,8.465,2009,3,26,6249389.416817263,5808418.955222022,-440970.461595241,8.836844069966979,5.181066059420803,9.009078313168304,5.050343552158344,7.019332998678607,7.0658410735912796
4495,Miss March,19556,89,"Comedy,Romance",6000000,4591629,5.5,299,24.269,2009,3,13,7529097.58481174,5761803.802375256,-1767293.7824364835,8.83473181930104,5.919080160030471,9.009078313168304,4.306009760775681,7.017225013318873,7.193535015656168
4496,Beyond a Reasonable Doubt,25137,105,"Crime,Drama,Thriller",25000000,4388563,5.7,244,8.132,2009,2,5,31371239.936715577,5506986.514015694,-25864253.422699884,8.794538143517775,5.785149138303358,9.009078313168304,6.1411597720741495,7.432481341765897,7.062590551650604
4497,La doppia ora,42571,95,"Crime,Drama,Mystery,Romance,Thriller",3906840,4300000,6.1,73,2.774,2009,10,9,4902496.601374317,5395853.269115079,493356.66774076223,8.838326163192312,4.874820419863249,9.009078313168304,4.759539621348529,6.8704411293930985,7.033868700474415
4498,I Hate Valentine's Day,20825,98,"Comedy,Romance",3000000,4243957,5.4,238,7.763,2009,6,27,3764548.79240587,5325527.733124147,1560978.9407182774,8.840013794606806,5.722031417429802,9.009078313168304,5.050343552158344,7.155366769340814,7.224890891524255
4499,ЛОпуХИ: Эпизод первый,84775,85,Comedy,3000000,4133544,3.1,13,1.53,2009,8,13,3764548.79240587,5186976.024518843,1422427.232112973,8.839795134634253,2.9545488668345365,9.009078313168304,4.062194167527979,6.216404120541268,6.966518836937214
4500,S. Darko,17532,103,"Thriller,Crime,Fiction,Mystery",4000000,4100000,4.4,398,16.887,2009,4,28,5019398.389874495,5144883.349621356,125484.9597468609,8.837743197584784,5.969328996819956,9.009078313168304,5.729107246376018,7.386314438487265,7.138006768899587
4501,Mother and Child,37080,125,"Drama,Romance",7000000,4000000,6.7,117,9.014,2009,11,7,8783947.182280364,5019398.389874495,-3764548.792405869,8.83153240570313,5.326859581623685,9.009078313168304,4.733760170053105,6.975307617637056,6.951291708447335
4502,The Perfect Game,56601,118,"Drama,Family",12500000,3878993,6.8,110,10.25,2009,11,9,15685619.968357788,4867552.804633606,-10818067.163724182,8.820049370708752,5.289388910709264,9.009078313168304,5.518218854984392,7.159183862392677,7.244001969212871
4503,To Save a Life,41144,120,Drama,500000,3824868,6.4,46,3.714,2009,11,5,627424.7987343118,4799634.070170619,4172209.271436306,8.844115214211477,4.544056852963151,9.009078313168304,5.246259359513946,6.91087743496422,6.896809125071779
4504,На игре,37656,97,"Action,Fiction",3500000,3704408,6.3,45,3.023,2009,11,26,4391973.591140182,4648474.887659549,256501.29651936705,8.837950904790485,4.51390088832851,9.009078313168304,4.946821826697015,6.826937983246078,6.789202543877134
4505,After.Life,36419,104,"Drama,Horror,Mystery,Thriller",4500000,3606395,6.2,890,17.456,2009,11,7,5646823.188608805,4525483.314062855,-1121339.8745459495,8.835761768246707,6.886714083941292,9.009078313168304,5.918707639071406,7.662565451106927,7.105040593802528
4506,मैं और मी.खन्ना,24604,115,Drama,2200000,3600000,4.3,17,3.513,2009,10,16,2760669.1144309714,4517458.5508870445,1756789.436456073,8.840322639898794,3.430522433852718,9.009078313168304,6.071250033605381,6.837793355131299,7.041263325457387
4507,여고괴담 5: 동반자살,52413,88,"Horror,Drama,Mystery",125000,3470000,5.4,42,4.344,2009,6,18,156856.19968357796,4354328.103216124,4197471.903532546,8.84415471337566,4.335538919177442,9.009078313168304,4.241611632744427,6.607595894616458,7.046101058728474
4508,2 ഹരിഹർനഗർ,32172,136,"Thriller,Comedy",660000,3300000,5.7,18,1.272,2009,4,1,828200.7343292914,4141003.6716464576,3312802.9373171665,8.842769445364945,3.701497836875973,9.009078313168304,3.9902153862798215,6.38589024542226,7.048054499134695
4509,Kolpaçino,50025,98,"Action,Comedy",2000000,3004329,5.5,43,2.185,2009,10,29,2509699.194937248,3769981.036313312,1260281.8413760648,8.839539105657375,4.36901393700466,9.009078313168304,5.050343552158344,6.81699372699717,7.134531100300368
4510,Luck by Chance,16344,155,"Romance,Drama,Comedy",2300000,3000000,6.6,44,4.324,2009,1,30,2886154.0741778337,3764548.79240587,878394.7182280361,8.838935531311963,4.533122141849375,9.009078313168304,3.167554985638829,6.387172742992117,7.307816290833088
4511,കേരള വർമ്മ പഴശ്ശിരാജ,78642,197,"History,War",4048037,2998545,6.6,12,1.66,2009,10,16,5079677.599988093,3762722.986241553,-1316954.6137465402,8.835450114635044,3.494585871501906,9.009078313168304,1.9908258618068773,5.832485040278032,7.102283995586797
4512,Tetro,11928,127,Drama,5000000,2852915,6.7,137,7.419,2009,6,11,6274247.987343116,3579979.239362198,-2694268.747980918,8.833249697300602,5.452997063528092,9.009078313168304,4.570040087261444,6.96634129031461,7.087773248993685
4513,Ne te retourne pas,18897,110,"Drama,Horror,Mystery,Thriller",13000000,2651917,5.6,166,9.218,2009,6,3,16313044.767092103,3327756.9799702,-12985287.787121903,8.816462012231462,5.463121133407546,9.009078313168304,10.0,8.322165364701828,7.007266407931904
4514,สาระแน ห้าวเป้ง!!,172528,90,"Comedy,Documentary",438000,2648133,5.0,1,1.131,2009,4,30,549624.123691257,3323008.629093379,2773384.5054021217,8.841922711783264,1.2864477310568332,9.009078313168304,4.373070830551557,5.87762989663999,7.041533005830614
4515,Возвращение мушкетёров или Сокровища кардинала Мазарини,64050,110,"Adventure,Fiction",7000000,2540000,3.8,6,1.891,2009,2,5,8783947.182280364,3187317.977570304,-5596629.20471006,8.828577620200114,2.4992663376251856,9.009078313168304,10.0,7.584230567748401,7.024625009684975
4516,Fish Tank,24469,123,Drama,3000000,2404300,7.0,683,8.028,2009,9,11,3764548.79240587,3017034.8871938107,-747513.9052120592,8.836356753580175,6.772119704485886,9.009078313168304,4.91758485462925,7.383784906465904,7.003122303365669
4517,Me and Orson Welles,12404,114,"Comedy,Drama,Romance",25000000,2336172,6.4,164,6.941,2009,11,25,31371239.936715577,2931544.493817468,-28439695.44289811,8.790023977876404,5.560165983106844,9.009078313168304,6.325279691325684,7.421136991369308,6.980382439194937
4518,Mr. Nobody,31011,141,"Fiction,Drama,Romance,Fantasy",47000000,2331721,7.8,5215,24.731,2009,11,6,58977931.081025295,2925959.158259136,-56051971.92276616,8.738575552737718,8.48346340636847,9.009078313168304,3.737108316199744,7.492056397118558,7.1187303656479815
4519,Пикап: Съем без правил,63286,81,"Comedy,Romance",2000000,2238101,4.4,5,1.4,2009,12,3,2509699.194937248,2808480.1389441234,298780.9440068761,8.838017912694962,2.4707163414021864,9.009078313168304,3.848902400115151,6.04167874184515,7.172411344438504
4520,Død snø,14451,91,"Horror,Comedy",800000,2166797,6.0,911,21.783,2009,1,9,1003879.6779748986,2719004.3432462206,1715124.665271322,8.840256941059637,6.879145859943753,9.009078313168304,4.443065161753528,7.292886568981305,7.4083729317241795
4521,"Yo, también",45765,103,"Drama,Comedy",2000000,2149113,6.8,37,3.375,2009,10,16,2509699.194937248,2696813.582964586,187114.3880273388,8.837840913853919,4.418485389133,9.009078313168304,5.729107246376018,6.99862796563281,7.060468749614686
4522,Антикиллер Д.К.: Любовь без памяти,29361,91,"Mystery,Action",2500000,2141028,5.2,10,0.705,2009,12,3,3137123.993671558,2686668.123969052,-450455.8697025059,8.836828998723588,3.1582880441371315,9.009078313168304,4.443065161753528,6.361815129445637,6.960538431848973
4523,സാഗർ എലിയാസ് ജാക്കി റീലോഡഡ്,79650,140,"Action,Thriller",1200000,2100000,5.1,16,2.198,2009,3,26,1505819.516962348,2635184.1546841096,1129364.6377217616,8.839332280823445,3.518447790257845,9.009078313168304,3.7849667546428,6.287956284723098,6.831397418017898
4524,Mammoth,33974,125,"Drama,Romance",10000000,2033946,6.1,85,6.095,2009,1,19,12548495.974686231,2552296.319372916,-9996199.655313317,8.821402411026478,4.996469608079484,9.009078313168304,4.733760170053105,6.890177625581843,7.0683274987791425
4525,சர்வம்,69497,159,"Drama,Romance,Action",2000000,2000000,5.8,5,0.6,2009,5,15,2509699.194937248,2509699.194937248,0.0,8.837544170406538,2.6915297861548333,9.009078313168304,3.029684964751579,5.891959308620312,7.150140365667459
4526,गुलाल,21625,147,"Crime,Drama",490000,2000000,6.5,43,4.533,2009,3,13,614876.3027596255,2509699.194937248,1894822.8921776216,8.84054022918875,4.5025427587867215,9.009078313168304,3.47296255199644,6.456280963285053,7.060098434797468
4527,Gecenin Kanatları,52183,98,"Drama,Romance,Crime",2000000,1988431,4.0,11,0.986,2009,12,11,2509699.194937248,2495181.839944132,-14517.35499311518,8.837521139318667,3.024759222355069,9.009078313168304,5.050343552158344,6.480425556750095,7.034403256420647
4528,Labor Pains,19794,89,Comedy,10000000,1895782,5.4,369,6.472,2009,7,19,12548495.974686231,2378921.279588262,-10169574.69509797,8.821117319242166,6.072551766945839,9.009078313168304,4.306009760775681,7.052189290032997,7.111211434814877
4529,Olsenbanden jr. og det sorte gullet,89358,88,"Adventure,Family",1771260,1880719,5.5,2,1.898,2009,1,30,2222664.898012274,2360019.4801015914,137354.5820893175,8.837762019048146,1.9166734604493036,9.009078313168304,4.241611632744427,6.001281356352544,7.094621175344238
4530,Запрещeнная реальность,36698,90,Fiction,7000000,1877122,4.3,13,3.192,2009,10,8,8783947.182280364,2355505.786099497,-6428441.396180866,8.827229694618923,3.216095027729888,9.009078313168304,4.373070830551557,6.356368466517168,7.089785336417417
4531,The Secret of Kells,26963,75,"Animation,Family,Fantasy",8000000,1803412,7.4,535,9.654,2009,2,9,10038796.77974899,2263010.8222700846,-7775785.957478905,8.825037835543753,6.621322341877197,9.009078313168304,3.5697907676276843,7.006307314554234,7.054472597775625
4532,Ondine,38448,111,"Drama,Romance",12000000,1790061,6.3,250,7.716,2009,9,14,15058195.16962348,2246257.3252942814,-12811937.844329195,8.816750000658697,5.884564851191389,9.009078313168304,7.781389463317852,7.87294565708406,7.03516516153836
4533,Mary and Max,24238,92,"Animation,Comedy,Drama",8240000,1740429,7.8,1588,10.908,2009,2,9,10339960.683141457,2183976.630072719,-8155984.053068738,8.82441740982073,7.53302703345962,9.009078313168304,4.516306680709556,7.470707359289552,6.930862725768778
4534,Veronika Decides to Die,25968,103,"Drama,Romance",9000000,1709178,6.0,208,9.161,2009,5,16,11293646.37721761,2144761.3253022265,-9148885.051915385,8.822793134791915,5.698553877097615,9.009078313168304,5.729107246376018,7.314883142858463,7.129813944230663
4535,The Messenger,28089,113,Drama,6500000,1595417,6.8,340,9.571,2009,11,13,8156522.383546052,2002008.3802445987,-6154514.003301454,8.827674027607186,6.191388019567038,9.009078313168304,6.645092790656811,7.668308287749834,6.9601686637386875
4536,Triangle,26466,99,Horror,12000000,1594955,6.9,1990,21.109,2009,10,16,15058195.16962348,2001428.6397305685,-13056766.52989291,8.816343210472661,7.61540199392624,9.009078313168304,5.161963534029777,7.650696762899245,7.140868380686866
4537,Skjult,24821,95,"Thriller,Horror",2215773,1489526,5.7,56,6.796,2009,3,4,2780461.857131844,1869131.1015190484,-911330.7556127956,8.836096116967568,4.608704227452121,9.009078313168304,4.759539621348529,6.803354569734131,7.14546689666895
4538,I Hope They Serve Beer in Hell,30128,106,Comedy,7000000,1429299,5.0,61,7.841,2009,9,25,8783947.182280364,1793555.2748123065,-6990391.907468057,8.826316800387074,4.572330531735005,9.009078313168304,6.411483596755659,7.204802310511511,7.363041380074186
4539,Stan Helsing,23988,90,"Comedy,Horror",365000,1400000,4.2,384,53.808,2009,10,27,458020.1030760475,1756789.4364560726,1298769.333380025,8.839599890814425,5.90352182469107,9.009078313168304,4.373070830551557,7.031317714806338,7.095003229691236
4540,The Greatest,32395,99,Drama,6000000,1344544,6.2,130,7.454,2009,1,17,7529097.58481174,1687200.4971788528,-5841897.087632887,8.828180587282548,5.349082359797135,9.009078313168304,5.161963534029777,7.087076198569441,7.042786681387051
4541,Ajami,24424,120,"Crime,Drama",1000000,1331651,7.2,62,3.732,2009,9,17,1254849.5974686237,1671021.7213186896,416172.123850066,8.838203911046385,4.876792488618374,9.009078313168304,5.246259359513946,6.992583518086752,6.946170587827096
4542,Paper Heart,25183,88,"Comedy,Drama,Romance",1000000,1296971,5.9,85,7.243,2009,8,7,1254849.5974686237,1627503.5372784778,372653.9398098541,8.838134968330118,4.969823310087199,9.009078313168304,4.241611632744427,6.764662056082512,7.029363018449885
4543,Kenny Begins,21013,88,"Action,Comedy,Fiction",5729000,1220709,6.0,19,1.91,2009,3,25,7189033.343897743,1531806.1972763257,-5657227.146621417,8.828479558215166,3.785714068682019,9.009078313168304,4.241611632744427,6.466220893202478,7.110457947022738
4544,Videocracy,23451,85,Documentary,700000,1179676,6.3,34,2.122,2009,8,28,878394.7182280363,1480315.953743396,601921.2355153596,8.838498062259923,4.289851346375083,9.009078313168304,4.062194167527979,6.549905472332823,6.963387438673327
4545,Crossing Over,15577,113,"Crime,Drama",25000000,1037335,6.1,301,13.924,2009,2,10,31371239.936715577,1301699.4071901145,-30069540.529525463,8.78714385615832,6.007170555050746,9.009078313168304,6.645092790656811,7.612121378758545,6.991277321354075
4546,Leaves of Grass,12834,104,"Comedy,Crime,Thriller",9000000,1034214,6.0,352,8.652,2009,9,13,11293646.37721761,1297783.021596415,-9995863.355621194,8.821402963851817,6.119067936268437,9.009078313168304,5.918707639071406,7.467064213089991,7.082885340112362
4547,Horsemen,18476,90,"Crime,Drama,Horror,Mystery,Thriller",20000000,1017401,5.9,448,17.028,2009,2,6,25096991.949372463,1276685.235314175,-23820306.714058287,8.798089034188127,6.298398185267519,9.009078313168304,4.373070830551557,7.119659090793876,7.19386852763893
4548,The Girlfriend Experience,17680,77,Drama,1700000,1007962,5.0,239,9.677,2009,5,22,2133244.31569666,1264840.7099636686,-868403.6057329914,8.836164429585189,5.663866739375496,9.009078313168304,3.6582833461856783,6.791848207078667,6.897544828476403
