,original_title,id,runtime,genres,budget,revenue,vote_average,vote_count,popularity,year,month,day,fixed_budget,fixed_revenue,fixed_gross,gross_factor,pop_factor,freshness_factor,runtime_factor,goodness_factor,predicted_goodness
4549,Saved,189073,89,Drama,200,1000000,5.0,4,1.567,2009,4,11,250.9699194937247,1254849.5974686237,1254598.62754913,8.839530129193136,2.394533492962599,9.009078313168304,4.306009760775681,6.13728792402493,6.8659221007196045
4550,Hurricane Season,32007,103,Drama,143000,1000000,6.8,43,7.495,2009,12,8,179443.49243801317,1254849.5974686237,1075406.1050306105,8.839247008941147,4.538608195758483,9.009078313168304,5.729107246376018,7.029010191060987,7.031368913385865
4551,Diamant 13,31172,102,"Action,Crime,Thriller",6850000,878153,5.4,39,3.645,2009,6,21,8595719.74266007,1101949.9385658642,-7493769.804094206,8.825497495953018,4.276303311581873,9.009078313168304,5.563482061211881,6.918590295478769,7.087024098136708
4552,Universal Soldier: Regeneration,28510,97,"Adventure,Action,Fiction,Thriller",14000000,875386,5.6,356,61.526,2009,10,1,17567894.364560727,1098477.7697296685,-16469416.59483106,8.810634698788641,6.07295280800427,9.009078313168304,4.946821826697015,7.209871911664557,7.16916633463343
4553,The Disappearance of Alice Creed,38542,100,"Crime,Drama,Thriller",800000,867714,6.5,443,12.644,2009,9,12,1003879.6779748986,1088850.5636178888,84970.88564299024,8.837678949209836,6.366840614979573,9.009078313168304,5.283220467720344,7.374204586269514,7.219867394013255
4554,Antichrist,17609,108,"Drama,Horror,Thriller",11000000,791867,6.7,2128,20.626,2009,5,20,13803345.572154855,993673.9861986862,-12809671.585956171,8.816753764412228,7.645483449501533,9.009078313168304,7.247971097183509,8.179821656066393,7.0531102552747855
4555,Fortapàsc,50987,105,"History,Drama",4800000,785422,7.0,114,4.972,2009,3,27,6023278.067849392,985586.4805430014,-5037691.587306391,8.829481117555286,5.34110907755607,9.009078313168304,6.1411597720741495,7.330207070088452,7.013152499549518
4556,The Countess,8316,100,"Drama,History",8500000,784522,5.9,127,9.194,2009,6,25,10666221.578483298,984457.1159052794,-9681764.46257802,8.82191900067767,5.290776888606718,9.009078313168304,5.283220467720344,7.101248667543259,7.100740710903798
4557,Enter the Void,34647,161,"Fantasy,Drama",13000000,754249,7.4,1452,15.652,2009,6,17,16313044.767092103,946469.0540411118,-15366575.713050991,8.812487340192622,7.419382692732131,9.009078313168304,2.963749874872692,7.051174555241436,7.139012676249783
4558,الزمن الباقي,44898,109,"Drama,History",6500000,753808,7.1,34,2.092,2009,8,12,8156522.383546052,945915.6653686278,-7210606.718177425,8.825958557856403,4.385405568519428,9.009078313168304,8.109485493949792,7.582481983373482,7.040547071316021
4559,Life During Wartime,39800,97,"Comedy,Drama",4500000,744816,6.2,99,7.518,2009,10,10,5646823.188608805,934632.0577881902,-4712191.130820614,8.830006446807667,5.131337306209028,9.009078313168304,4.946821826697015,6.979310973220503,6.872471487337421
4560,Motherhood,22805,90,"Comedy,Drama",5000000,726936,5.0,109,8.584,2009,1,21,6274247.987343116,912195.3469854512,-5362052.640357665,8.828957021641246,5.036312073176385,9.009078313168304,4.373070830551557,6.811854559634373,7.123724858317204
4561,Shank,26630,94,"Drama,Action",25000,713697,6.1,38,3.384,2009,4,14,31371.23993671558,895582.3931645642,864211.1532278486,8.838913098655741,4.352969067248639,9.009078313168304,4.674067902962041,6.718757095508681,7.238281448673228
4562,Play the Game,45708,105,"Comedy,Romance",3200000,659483,5.7,25,2.737,2009,8,29,4015518.7118995935,827551.9770874,-3187966.7348121945,8.832458353572344,3.9640760378330864,9.009078313168304,6.1411597720741495,6.986693119161971,6.773871038135551
4563,Ha-boged Hakatan,43740,88,Drama,1700000,450000,5.7,14,3.099,2009,1,10,2133244.31569666,564682.3188608806,-1568561.9968357794,8.8350489385719,3.5006184655463537,9.009078313168304,4.241611632744427,6.396589337507746,7.145358515087108
4564,Budapeste,34071,113,Drama,230000,415555,5.1,17,0.948,2009,5,14,288615.40741778334,521459.0244760738,232843.6170582905,8.837913406037739,3.566905954800508,9.009078313168304,6.645092790656811,7.01474761616584,6.992041719928655
4565,लक,20290,130,"Action,Thriller,Drama,Adventure",6000000,400000,4.9,30,2.813,2009,7,24,7529097.58481174,501939.8389874493,-7027157.74582429,8.82625700986961,3.9889272078499376,9.009078313168304,4.352952023707719,6.544303638648892,7.147180737473587
4566,Kill Theory,19237,82,"Horror,Thriller,Mystery",6000000,397941,5.2,100,7.771,2009,10,7,7529097.58481174,499356.1036662615,-7029741.481145478,8.826252807768691,4.998778656146848,9.009078313168304,3.899850667922252,6.683490111251524,7.284803190988065
4567,Exam,29917,101,"Thriller,Mystery",600000,394717,6.7,1684,14.531,2009,6,19,752909.758481174,495310.4685640227,-257599.28991715133,8.837135327759945,7.458435241745144,9.009078313168304,5.41614268560047,7.680197892068465,7.306861477514048
4568,Like Dandelion Dust,43937,100,Drama,2500000,352810,6.8,39,3.932,2009,2,5,3137123.993671558,442723.4864829051,-2694400.5071886526,8.833249486289006,4.460564310583444,9.009078313168304,5.283220467720344,6.896528144440274,7.122131692899549
4569,The Yellow Handkerchief,22556,102,"Drama,Romance",15000000,317000,6.2,119,7.354,2009,11,19,18822743.96202935,397787.3223975536,-18424956.6396318,8.807330915007073,5.2784141627843,9.009078313168304,5.563482061211881,7.164576363042889,7.032290055837404
4570,The Graduates,55985,97,Comedy,96000,300000,3.4,5,1.651,2009,5,1,120465.56135698786,376454.879240587,255989.3178835992,8.837950093308343,2.2646296883541948,9.009078313168304,4.946821826697015,6.264619980381964,7.110135935300891
4571,Black Dynamite,24804,85,"Comedy,Action",2900000,296557,7.2,484,8.837,2009,10,16,3639063.832659008,372134.4320765026,-3266929.400582506,8.832331656992023,6.519345093856977,9.009078313168304,4.062194167527979,7.10573730788632,7.001661599888318
4572,The Human Centipede (First Sequence),37169,92,Horror,2011799,252207,5.2,1764,50.023,2009,4,26,2524505.16533778,316481.852428769,-2208023.312909011,8.834027749047873,7.292947591984953,9.009078313168304,4.516306680709556,7.4130900837276705,7.051658711723679
4573,Big Fan,29150,91,"Comedy,Drama",250000,232732,6.0,102,5.41,2009,1,18,313712.3993671559,292043.65651806764,-21668.74284908828,8.837509793554933,5.128989830463631,9.009078313168304,4.443065161753528,6.854660774735098,6.926852694035907
4574,World's Greatest Dad,20178,99,"Comedy,Romance,Drama",10000000,221805,6.6,481,33.555,2009,8,20,12548495.974686231,278331.91496652795,-12270164.059719704,8.817648880019204,6.444825752608425,9.009078313168304,5.161963534029777,7.358379119956427,7.073975025752445
4575,Araromire,381961,122,"Drama,Horror,Mystery",300000,200000,4.2,11,2.241,2009,10,2,376454.879240587,250969.91949372465,-125484.95974686235,8.837345055912971,3.0637579283683567,9.009078313168304,5.018953956051916,6.482283813375387,7.066313384764111
4576,Im Sog der Nacht,114000,85,"Action,Drama,Thriller",50000,200000,5.0,1,0.6,2009,5,14,62742.47987343116,250969.91949372465,188227.4396202935,8.837842678454585,1.2864477310568332,9.009078313168304,4.062194167527979,5.798890722551924,7.034480847484654
4577,Ninja,25602,83,"Action,Crime,Drama,Thriller",10000000,194243,5.9,261,24.283,2009,10,22,12548495.974686231,243745.75036109783,-12304750.224325132,8.817591549844646,5.866550057034675,9.009078313168304,3.952304797118212,6.91138117929146,7.290961949758163
4578,Álom.net,60242,96,Comedy,3500000,169466,2.3,15,0.6,2009,4,16,4391973.591140182,212654.3418846177,-4179319.249255564,8.83086514504042,2.8303416074516385,9.009078313168304,4.850202988915883,6.38012201364406,7.080714071650137
4579,Κυνόδοντας,38810,98,Drama,275576,110197,7.1,1739,20.535,2009,10,22,345806.4326720134,138280.66109224988,-207525.7715797636,8.837214829607536,7.530473959987352,9.009078313168304,5.050343552158344,7.606777663730384,6.8706411145993975
4580,The Good Guy,39037,90,"Comedy,Romance",1000000,100688,5.6,133,10.352,2009,4,25,1254849.5974686237,126348.29626992076,-1128501.301198703,8.835750362427198,5.285962046224336,9.009078313168304,4.373070830551557,6.875965388092848,7.020697618034039
4581,اخراجی ها ۲,279169,114,Comedy,10000,100000,5.9,6,0.773,2009,9,20,12548.495974686237,125484.95974686233,112936.4637721761,8.837723298793966,2.850925961730889,9.009078313168304,6.325279691325684,6.75575181625471,7.166503393398575
4582,The Maiden Heist,24271,91,"Comedy,Crime",20000000,96008,5.7,265,9.05,2009,5,9,25096991.949372463,120475.6001537676,-24976516.349218696,8.796083797856141,5.8511418572913945,9.009078313168304,4.443065161753528,7.0248422825173416,7.161536983360389
4583,Дом Солнца,70070,110,Romance,3700000,69948,5.1,16,1.194,2009,6,6,4642943.510633907,87774.2196437353,-4555169.290990172,8.830259649069383,3.518447790257845,9.009078313168304,10.0,7.839446438123883,7.182365105193856
4584,Beautiful,21033,97,"Drama,Mystery,Thriller",1500000,56000,5.0,41,4.494,2009,4,27,1882274.396202935,70271.5774582429,-1812002.818744692,8.834660445884195,4.25476127855033,9.009078313168304,4.946821826697015,6.76133046607496,7.266987460007352
4585,Boogie Woogie,36939,94,"Comedy,Drama",6000000,47527,5.1,70,7.926,2009,6,17,7529097.58481174,59639.23681889127,-7469458.347992849,8.825537099604977,4.69816188733008,9.009078313168304,4.674067902962041,6.801711300766351,6.816738462136136
4586,Defendor,34769,101,"Drama,Action,Comedy,Crime",3500000,44462,6.4,455,7.366,2009,9,12,4391973.591140182,55793.12280264993,-4336180.468337532,8.830612539175368,6.375811695869831,9.009078313168304,5.41614268560047,7.407911308453492,7.117058152669789
4587,Accidents Happen,37721,92,"Comedy,Drama",6000000,36857,5.9,59,3.361,2009,4,23,7529097.58481174,46249.991613901046,-7482847.593197838,8.825515288792365,4.677982393362059,9.009078313168304,4.516306680709556,6.757220669008071,6.993436891897481
4588,Helen,1731,120,Drama,8000000,34820,6.7,47,5.304,2009,1,16,10038796.77974899,43693.862983857456,-9995102.916765133,8.821404213894692,4.597863329080894,9.009078313168304,5.246259359513946,6.918651303914459,7.07518086714424
4589,Pontypool,23963,96,"Horror,Mystery,Fiction",1500000,32000,6.5,492,9.239,2009,3,6,1882274.396202935,40155.18711899595,-1842119.209083939,8.834612361810906,6.450695900779579,9.009078313168304,4.850202988915883,7.286147391168668,7.1325771310656885
4590,Valhalla Rising,37861,93,"Adventure,Drama,Action,Fantasy",5641880,30638,6.1,1000,13.753,2009,9,4,7079710.846966278,38446.08196724369,-7041264.764999034,8.82623406621062,6.966864024697604,9.009078313168304,4.593162894973244,7.348834824762442,7.027877041101421
4591,Van Wilder: Freshman Year,19824,100,Comedy,6000000,20543,5.4,273,24.373,2009,6,2,7529097.58481174,25778.375280797925,-7503319.209530942,8.825481938912315,5.831698320455924,9.009078313168304,5.283220467720344,7.237369760064221,6.994946207887023
4592,Hinter Kaifeck,23348,87,"Thriller,Mystery",70000,20000,4.1,4,0.6,2009,2,6,87839.47182280362,25096.99194937247,-62742.47987343115,8.837444624078957,2.2359086973895463,9.009078313168304,4.179641981136561,6.065518403943342,6.8519344783189275
4593,Women in Trouble,31723,92,"Comedy,Drama",3000000,18097,5.3,83,8.674,2009,11,13,3764548.79240587,22709.01316538968,-3741839.77924048,8.831568910446311,4.865068151237105,9.009078313168304,4.516306680709556,6.805505513890318,7.043260373463612
4594,Россия 88,49585,104,Drama,85000,14205,6.0,18,2.094,2009,1,28,106662.215784833,17825.138532041798,-88837.0772527912,8.837403216331843,3.742497332211272,9.009078313168304,5.918707639071406,6.876921625195706,6.8246539345655135
4595,Hashmatsa,56895,91,Documentary,1000000,11410,6.6,14,1.712,2009,5,1,1254849.5974686237,14317.833907116992,-1240531.7635615068,8.835571897074557,3.6178008093212393,9.009078313168304,4.443065161753528,6.476379045329407,7.08628513822927
4596,Peter and Vandy,34128,78,"Drama,Comedy,Romance",500000,11276,6.2,18,2.059,2009,1,1,627424.7987343118,14149.684061056198,-613275.1146732556,8.836570219256098,3.768706726712608,9.009078313168304,3.704128214757377,6.329620868473596,6.97930763295982
4597,Down Terrace,42151,89,"Drama,Action,Comedy",31192,10000,6.4,57,3.637,2009,9,1,39141.26864424132,12548.495974686237,-26592.77266955508,8.837501981356908,4.715437861436717,9.009078313168304,4.306009760775681,6.7170069791844025,7.009858882531439
4598,Janky Promoters,25186,85,Comedy,10000000,9069,5.9,22,5.419,2009,10,16,12548495.974686231,11380.230999442949,-12537115.743686788,8.81720619188694,3.889462232078357,9.009078313168304,4.062194167527979,6.444485226165394,7.056718004276202
4599,Скоро весна,64194,88,"Romance,Drama",2000000,8544,1.0,1,1.213,2009,11,26,2509699.194937248,10721.434960771923,-2498977.7599764755,8.83356234688839,0.0,9.009078313168304,4.241611632744427,5.52106307320028,7.001916948365264
4600,Stolen Lives,38850,97,"Crime,Drama,Mystery,Thriller",2000000,7306,6.1,81,7.076,2009,10,10,2509699.194937248,9167.93115910576,-2500531.2637781417,8.833559860668187,4.957940949075797,9.009078313168304,4.946821826697015,6.936850237402325,7.118283407208098
4601,Finding Bliss,31896,96,Comedy,1500000,6783,4.9,50,5.436,2009,1,1,1882274.396202935,8511.644819629671,-1873762.7513833053,8.83456183398555,4.397237748804936,9.009078313168304,4.850202988915883,6.772770221218668,7.03132209875163
4602,Nasty Old People,23947,84,Drama,15000,5300,6.1,13,1.633,2009,10,10,18822.743962029348,6650.702866583704,-12172.041095445644,8.837524860125907,3.495594470899821,9.009078313168304,4.006377390815473,6.337143758752376,7.057478246498899
4603,Venalmaram,986896,124,"Drama,Romance",1000,1000,9.0,1,0.6,2009,2,27,1254.8495974686234,1254.8495974686234,0.0,8.837544170406538,1.7562743802036709,9.009078313168304,4.822816088439929,6.10642823805461,6.9354674830274465
4604,Lynch Mob,48494,99,"Horror,Thriller,Crime",365000,40,2.0,2,1.291,2009,9,18,458020.1030760475,50.193983898744925,-457969.9090921488,8.836817059407423,1.108085761905766,9.009078313168304,5.161963534029777,6.028986167127817,7.058382903688396
4605,ചട്ടമ്പിനാട്,198351,135,Comedy,833,3,5.7,14,1.643,2009,12,24,1045.289714691363,3.76454879240587,-1041.5251658989575,8.837542518115699,3.5006184655463537,9.009078313168304,4.045502556268295,6.348185463274663,7.012611577291685
4606,Dabbe 2,133666,81,"Horror,Mystery",600,3,2.0,12,2.657,2009,12,24,752.9097584811741,3.76454879240587,-749.1452096887682,8.837542981952168,2.5402658329604844,9.009078313168304,3.848902400115151,6.058947382049027,7.126163831254778
4607,Toy Story 3,10193,103,"Animation,Family,Comedy",200000000,1066969703,7.8,12811,124.946,2010,6,16,250969919.4937246,1338886502.3207667,1087916582.827042,9.549731745243028,9.201859748234408,9.099780689616576,5.729107246376018,8.395119857367508,7.007012983072068
4608,Alice in Wonderland,12155,108,"Family,Fantasy,Adventure",200000000,1025467110,6.6,12407,80.297,2010,3,3,250969919.4937246,1286806990.2008128,1035837070.7070882,9.532194344685,9.042718200880785,9.099780689616576,7.247971097183509,8.730666083091467,7.213724334633086
4609,Harry Potter and the Deathly Hallows: Part 1,12444,146,"Adventure,Fantasy",250000000,954305868,7.8,16424,158.166,2010,10,17,313712399.3671559,1197510334.3217452,883797934.9545892,9.476740357067452,9.400441148776318,9.099780689616576,3.514556060094859,7.872879563888802,7.1504010043308055
4610,Inception,27205,148,"Action,Fiction,Adventure",160000000,825532764,8.4,32289,95.333,2010,7,15,200775935.5949797,1035919456.6025598,835143521.00758,9.45746099402806,10.0,9.099780689616576,3.432220468698235,7.9973655380857185,7.340129252448604
4611,Shrek Forever After,10192,93,"Comedy,Adventure,Fantasy,Animation,Family",165000000,752600867,6.3,6127,80.043,2010,5,16,207050183.58232287,944400895.0094872,737350711.4271643,9.416041957149488,8.441572946172663,9.099780689616576,4.593162894973244,7.887639621977993,7.587177963534905
4612,The Twilight Saga: Eclipse,24021,124,"Adventure,Fantasy,Drama,Romance",68000000,698491347,6.2,7684,157.35,2010,6,23,85329772.62786639,876501585.6182665,791171812.9904001,9.4393033752602,8.609776516766768,9.099780689616576,4.822816088439929,7.992919167520868,7.098292180505468
4613,Iron Man 2,10138,124,"Adventure,Action,Fiction",200000000,623933331,6.8,18384,164.313,2010,4,28,250969919.4937246,782942489.2526072,531972569.7588826,9.314383152434916,9.380886644607871,9.099780689616576,4.822816088439929,8.154466643774823,7.097823550042274
4614,Tangled,38757,100,"Animation,Family",260000000,592461732,7.6,9659,135.362,2010,11,24,326260895.341842,743450365.9157631,417189470.57392114,9.24576648008444,8.955359388665965,9.099780689616576,5.283220467720344,8.14603175652183,7.387284691011656
4615,Despicable Me,20352,95,"Family,Animation,Comedy,Crime",69000000,533679475,7.2,13431,106.722,2010,7,8,86584622.22533502,669687474.3810163,583102852.1556813,9.341899009794492,9.1756570729358,9.099780689616576,4.759539621348529,8.09421909842385,7.163304894885906
4616,How to Train Your Dragon,10191,98,"Fantasy,Adventure,Animation,Family",165000000,494878759,7.8,11200,73.652,2010,3,18,207050183.58232287,620998411.5269221,413948227.9445993,9.243669913857245,9.094439497981384,9.099780689616576,5.050343552158344,8.122058413403387,7.147778116961653
