original_title,runtime,genres,budget,revenue,vote_average,vote_count,popularity,year,month,day,fixed_budget,fixed_revenue,fixed_gross,gross_factor,pop_factor,freshness_factor,runtime_factor,goodness_factor
Miracle,135,"Drama,History",28000000,64445708,7.1,483,10.679,2004,2,6,41127465.3513619,94660307.95764238,53532842.60628048,3.0274616364728915,6.506512496490924,8.50276818154826,2.123910636172074,5.040163237671037
Deux Frères,109,"Adventure,Drama,Family",74500000,62172050,7.1,732,12.894,2004,4,7,109428434.59558792,91320672.57850498,-18107762.01708293,2.6892668818592864,6.838838751898125,8.50276818154826,7.3471119141906565,6.344496432374082
After the Sunset,97,"Action,Comedy,Crime,Drama",60000000,61347797,6.2,613,15.019,2004,11,12,88130282.89577551,90109978.41071013,1979695.5149346143,2.788235518695628,6.588684300255346,8.50276818154826,3.1923316390626058,5.26800490989046
Friday Night Lights,118,Drama,30000000,61255921,6.9,431,13.003,2004,10,8,44065141.44788776,89975027.44618793,45909885.99830017,2.99329299493447,6.392624559678617,8.50276818154826,3.9015741067015357,5.447564960715721
Sky Captain and the World of Tomorrow,107,"Mystery,Action,Thriller,Fiction,Adventure",70000000,57958696,5.8,1048,10.719,2004,9,17,102818663.37840474,85131937.91250423,-17686725.46590051,2.6913786226692435,6.964028640688731,8.50276818154826,5.511429179343715,5.917401156062487
Walking Tall,86,"Adventure,Drama,Action,Thriller",56000000,57223890,6.3,1233,39.053,2004,4,2,82254930.7027238,84052626.90161233,1797696.1988885254,2.7873546034842462,7.160067301611118,8.50276818154826,2.20959928514918,5.164947342948201
Cellular,94,"Action,Thriller",25000000,56422687,6.4,1593,13.767,2004,9,6,36720951.20657312,82875789.4508299,46154838.24425677,2.994397015874871,7.377414746698975,8.50276818154826,2.8622110171854453,5.434197740326887
Spanglish,130,Comedy,80000000,55041367,6.0,1093,11.906,2004,12,17,117507043.861034,80846854.07800335,-36660189.78303064,2.5945098419649124,7.024731952586591,8.50276818154826,2.481016219949205,5.150756549012241
The Punisher,124,"Action,Crime,Drama",33000000,54700105,6.3,2323,28.866,2004,4,15,48471655.59267653,80345595.46797706,31873939.87530053,2.9293368474479426,7.666360747268063,8.50276818154826,3.0415401526984485,5.535001482240679
Open Water,79,"Drama,Thriller,Horror",130000,54667954,5.5,896,20.187,2004,8,6,190948.9462741802,80298370.85588735,80107421.90961318,3.1436750940538714,6.7963257550406535,8.50276818154826,1.78942861376522,5.058049411102002
Team America: World Police,98,"Adventure,Action,Comedy",32000000,50907422,6.7,1530,10.45,2004,10,10,47002817.5444136,74774758.37257709,27771940.82816348,2.910380313391296,7.381777599756231,8.50276818154826,3.319094866997562,5.528505240423338
Ночной дозор,114,"Fantasy,Action,Thriller",10000000,50336279,6.3,590,12.233,2004,6,27,14688380.482629249,73935841.80317809,59247461.32054884,3.0528256719098033,6.5709058917636085,8.50276818154826,4.939557128746698,5.766514218492093
Raising Helen,119,"Drama,Comedy,Romance",50000000,49718611,6.1,592,9.862,2004,5,27,73441902.41314624,73028587.5435836,-413314.8695626408,2.7766305208961937,6.5478242633627435,8.50276818154826,3.722265704949242,5.387372167689109
Fat Albert,93,"Comedy,Family,Fantasy",26000000,48563556,5.1,213,11.442,2004,12,25,38189789.25483604,71331998.81174725,33142209.55691121,2.935173113424223,5.587637067770216,8.50276818154826,2.7653957695354303,4.9477435330695325
Torque,84,Action,40000000,46546197,5.2,444,21.519,2004,1,16,58753521.930517,68368825.15554163,9615303.225024631,2.8249459694407,6.190280935017771,8.50276818154826,2.0790315906196586,4.899256669156598
Napoleon Dynamite,95,Comedy,400000,46118097,6.8,1498,10.427,2004,6,11,587535.2193051701,67740015.58708027,67152480.3677751,3.087568237165509,7.376724519071621,8.50276818154826,2.965046124366789,5.483026765538045
Wimbledon,98,"Comedy,Romance",31000000,41512007,6.1,835,8.13,2004,9,13,45533979.49615069,60974415.34135687,15440435.845206186,2.852634360693226,6.822728718031782,8.50276818154826,3.319094866997562,5.374306531817708
Twisted,97,"Action,Adventure,Crime,Drama,Thriller",50000000,40954603,5.5,431,13.244,2004,2,27,73441902.41314624,60155679.13790294,-13286223.275243305,2.713351323174964,6.211361262780232,8.50276818154826,3.1923316390626058,5.1549531016415155
La mala educación,106,"Crime,Drama",5000000,40266982,7.4,768,12.566,2004,3,19,7344190.241314624,59145675.25031834,51801485.009003714,3.0197350463189254,6.910293057550821,8.50276818154826,5.052639028115526,5.871358828383383
Mar adentro,125,Drama,12806000,38535221,7.6,739,10.446,2004,9,3,18809940.04605502,56601998.80302047,37792058.75696545,2.9564720284453725,6.900842305582913,8.50276818154826,2.93396999444299,5.323513127504883
Hotel Rwanda,121,"Drama,History,War",17500000,38000000,7.7,2363,11.26,2004,3,4,25704665.844601184,55815845.83399115,30111179.989389963,2.921205692991206,7.840406166933372,8.50276818154826,3.4147479948580037,5.669782009082711
Jersey Girl,102,"Comedy,Romance,Drama",35000000,35492921,6.1,859,11.604,2004,3,25,51409331.68920237,52133352.80879018,724021.1195878088,2.7821521125221493,6.845379062400543,8.50276818154826,3.9587201747611567,5.522254882808028
Alfie,103,"Comedy,Drama,Romance",60000000,35060882,5.8,695,16.377,2004,10,22,88130282.89577551,51498757.48725671,-36631525.4085188,2.5946589152658643,6.635728407420372,8.50276818154826,4.1689633612888715,5.475529716380842
The Life Aquatic with Steve Zissou,119,"Adventure,Comedy,Drama",50000000,34808403,7.1,2340,11.551,2004,12,10,73441902.41314624,51127906.72566936,-22313995.68747689,2.66807844357351,7.767743154609985,8.50276818154826,3.722265704949242,5.665213871170249
The Girl Next Door,110,"Comedy,Romance",21000000,31635150,6.7,2868,34.9,2004,4,9,30845599.013521414,46466911.98250488,15621312.968983456,2.8534898165781497,7.884024879514913,8.50276818154826,10.0,7.31007071941033
Johnson Family Vacation,97,"Comedy,Family",12000000,31179516,5.5,150,9.318,2004,4,7,17626056.5791551,45797659.42722263,28171602.848067533,2.9122326936595675,5.367706112664805,8.50276818154826,3.1923316390626058,4.993759656733809
Godsend,102,"Drama,Horror,Fiction,Thriller",25000000,30120671,4.9,403,9.961,2004,4,30,36720951.20657312,44242387.604009695,7521436.397436574,2.8149267255381147,6.065338884582639,8.50276818154826,3.9587201747611567,5.335438491607543
Shaun of the Dead,99,"Horror,Comedy",6100000,30097092,7.5,7109,33.101,2004,4,9,8959912.09440384,44207753.87166969,35247841.77726585,2.944837173590554,8.69975944990195,8.50276818154826,3.456653714095997,5.9010046297841905
Laws of Attraction,90,"Comedy,Romance",28000000,30031874,5.7,353,7.582,2004,4,4,41127465.3513619,44111959.191838086,2984493.840476185,2.7930939541330195,6.080336002501527,8.50276818154826,2.5046558083018375,4.970213486621161
वीर-ज़ारा,192,"Drama,Romance",7000000,29385320,7.5,209,10.341,2004,11,12,10281866.337840475,43162276.07638149,32880409.73854101,2.9339693257707005,5.88074949828239,8.50276818154826,0.0600158040650876,4.34437570241661
Confessions of a Teenage Drama Queen,89,Comedy,15000000,29331068,5.6,769,13.39,2004,2,17,22032570.72394388,43082588.674587145,21050017.950643267,2.8790465074026437,6.6885533750790795,8.50276818154826,2.4259875150868893,5.124088894779218
Yu-Gi-Oh! The Movie,90,"Animation,Fantasy,Action,Fiction",20000000,29170410,6.0,270,31.063,2004,8,13,29376760.965258498,42846608.09142932,13469847.126170818,2.843297811782864,5.90708225336994,8.50276818154826,2.5046558083018375,4.939451013750726
Agent Cody Banks 2: Destination London,100,"Comedy,Action,Adventure,Family",26000000,28818995,5.5,532,15.863,2004,3,12,38189789.25483604,42330436.36869901,4140647.113862969,2.7986737907420745,6.379645347903538,8.50276818154826,3.607100668163287,5.3220469970892905
Super Size Me,100,Documentary,65000,28575078,6.8,1411,8.467,2004,1,17,95474.4731370901,41972161.798480846,41876687.32534376,2.9750561128287134,7.328899739336118,8.50276818154826,3.607100668163287,5.603456175469095
Thunderbirds,95,"Action,Adventure,Comedy,Family,Fantasy,Fiction",57000000,28283637,4.9,248,9.106,2004,7,23,83723768.75098675,41544082.16885705,-42179686.5821297,2.5656434786436106,5.677265245209923,8.50276818154826,2.965046124366789,4.927680757442146
Populärmusik från Vittula,105,"Comedy,Drama",2224000,28000000,6.4,42,2.771,2004,10,1,3266695.8193367454,41127465.3513619,37860769.53202516,2.956785611971473,4.471341753636351,8.50276818154826,4.699377407242841,5.1575682385997315
Dirty Dancing: Havana Nights,86,"Drama,Romance",25000000,27685016,6.4,565,14.011,2004,2,27,36720951.20657312,40664804.86756786,3943853.6609947374,2.797724810435779,6.54888600571517,8.50276818154826,2.20959928514918,5.014744570712098
Ella Enchanted,96,"Family,Fantasy,Comedy",31000000,27388767,6.4,1578,50.24,2004,4,9,45533979.49615069,40229663.064608015,-5304316.431542672,2.7527592362596085,7.369852581336645,8.50276818154826,3.074742673261191,5.425030668101426
Garden State,102,"Comedy,Drama,Romance",2500000,26781723,7.1,1523,11.209,2004,7,28,3672095.120657312,39338013.74043827,35665918.61978096,2.9467522179327106,7.424462292146568,8.50276818154826,3.9587201747611567,5.708175716597174
The Whole Ten Yards,98,"Comedy,Thriller,Crime",40000000,26155781,5.7,790,16.275,2004,4,7,58753521.930517,38418606.31483249,-20334915.6156845,2.678068723320085,6.724236034344499,8.50276818154826,3.319094866997562,5.306041951552602
The Alamo,137,"Western,History,War,Drama",145000000,25819961,5.9,267,10.764,2004,4,7,212981516.99812415,37925341.12146485,-175056175.87665933,1.731064359803604,5.884717087153526,8.50276818154826,1.9993515522660426,4.529475295192858
Seed of Chucky,87,"Horror,Comedy",12000000,24829644,5.4,1246,55.543,2004,11,11,17626056.5791551,36470725.832023256,18844669.25286816,2.86869185629929,7.045235735451128,8.50276818154826,2.278751101486535,5.173861718696303
Harold & Kumar Go to White Castle,88,"Comedy,Adventure",9000000,23936908,6.5,1707,14.051,2004,5,30,13219542.434366325,35159441.22816919,21939898.793802865,2.883214185317469,7.445054852713258,8.50276818154826,2.3507899095188587,5.295456782274462
Little Black Book,111,"Comedy,Romance,Drama",35000000,22034832,5.4,301,8.858,2004,8,6,51409331.68920237,32365599.628681447,-19043732.06052092,2.684566502121918,5.9097422056309625,8.50276818154826,6.895361408722341,5.998109574505871
Mr. 3000,104,"Comedy,Drama",30000000,21800302,5.3,140,10.839,2004,6,15,44065141.44788776,32021113.04122234,-12044028.406665416,2.719521752257436,5.282951440342076,8.50276818154826,4.411761987908632,5.229250840514101
New York Minute,91,Comedy,30000000,21289826,6.2,773,9.815,2004,5,7,44065141.44788776,31271306.46969728,-12793834.978190474,2.7157988702825446,6.774056709911704,8.50276818154826,2.587155057298171,5.14494470476017
Mindhunters,106,"Mystery,Thriller,Crime",27000000,21148829,6.5,956,14.471,2004,5,7,39658627.30309898,31064204.711406358,-8594422.59169263,2.7365842209578117,6.98166417150291,8.50276818154826,5.052639028115526,5.8184139005311275
Flight of the Phoenix,113,"Action,Adventure,Drama,Thriller",45000000,21009180,6.0,714,12.915,2004,12,17,66097712.17183163,30859082.94680448,-35238629.225027144,2.6018925854947668,6.684384839337682,8.50276818154826,5.361010890650784,5.787514124257873
EuroTrip,93,Comedy,25000000,20796847,6.5,2059,21.679,2004,2,20,36720951.20657312,30547200.157502662,-6173751.049070455,2.7484941239190706,7.594912798655382,8.50276818154826,2.7653957695354303,5.402892718414536
2046,128,"Drama,Fiction,Romance",12000000,19271312,7.2,671,14.396,2004,9,29,17626056.5791551,28306436.30554588,10680379.726390785,2.8300287964043163,6.780468672180079,8.50276818154826,2.6477873237680716,5.190263243475181
スチームボーイ,126,"Animation,Fantasy,Fiction",26000000,18900000,6.8,306,18.108,2004,7,17,38189789.25483604,27761039.11216928,-10428750.14266676,2.7275245432749733,6.107171787760993,8.50276818154826,2.832994992800322,5.042614876346137
My Baby's Daddy,86,Comedy,12000000,18490423,4.6,45,6.607,2004,1,9,17626056.5791551,27159436.8308759,9533380.2517208,2.824554632504715,4.262521678506356,8.50276818154826,2.20959928514918,4.449860944427128
"Ay, Juancito",109,Drama,2800000,17159458,7.0,1,1.121,2004,6,10,4112746.53513619,25204464.79796963,21091718.262833443,2.8792419418358532,1.5553950088740511,8.50276818154826,7.3471119141906565,5.071129261612206
Kinsey,118,Drama,11000000,17050017,6.7,364,11.139,2004,9,4,16157218.530892177,25043713.69312969,8886495.162237512,2.821462627894206,6.234065972199832,8.50276818154826,3.9015741067015357,5.364967722085958
Win a Date with Tad Hamilton!,95,"Comedy,Romance",17000000,16980098,5.7,431,7.498,2004,1,23,24970246.82046972,24941014.0056332,-29232.814836516976,2.7784964073992073,6.2399112590032315,8.50276818154826,2.965046124366789,5.121555493079373
Catch That Kid,92,"Family,Action,Adventure",18000000,16702864,5.6,253,7.821,2004,2,6,26439084.86873265,24533802.15816108,-1905282.7105715647,2.7693705528999293,5.799953798474974,8.50276818154826,2.673904464568282,4.936499249372861
Paparazzi,84,"Action,Drama,Thriller",20000000,16605763,5.4,151,8.398,2004,9,3,29376760.965258498,24391176.51483669,-4985584.450421803,2.754321158536379,5.358350454527341,8.50276818154826,2.0790315906196586,4.673617846307909
Vanity Fair,141,"Drama,Romance",23000000,16123851,5.8,294,11.242,2004,9,1,33783275.110047266,23683325.83332222,-10099949.276725046,2.729150691163139,5.948052143900821,8.50276818154826,1.7736827625234683,4.738413444783922
Before Sunset,80,"Drama,Romance",2700000,15992615,7.8,2735,14.288,2004,2,10,3965862.730309897,23490561.40322038,19524698.672910485,2.871888741760446,7.967579442251462,8.50276818154826,1.8437249879458166,5.296490338376496
Raise Your Voice,103,"Music,Drama,Romance",15000000,14867514,6.5,742,9.469,2004,8,10,22032570.72394388,21837970.246281717,-194600.47766216472,2.777693198106775,6.779110841620557,8.50276818154826,4.1689633612888715,5.557133895641116
Soul Plane,86,"Romance,Comedy",16000000,14822346,5.3,342,25.897,2004,5,28,23501408.7722068,21771625.76931778,-1729783.0028890222,2.7702255280488255,5.996874197289279,8.50276818154826,2.20959928514918,4.8698667980088866
Surviving Christmas,91,"Comedy,Romance",45000000,14793624,5.7,424,8.076,2004,9,21,66097712.17183163,21729437.80289557,-44368274.36893606,2.5541070771269436,6.22682276909321,8.50276818154826,2.587155057298171,4.967713271266647
Being Julia,104,"Comedy,Drama,Romance",18000000,14339171,6.6,79,6.17,2004,9,3,26439084.86873265,21061919.945348337,-5377164.923384309,2.7524021232221716,5.000927766109668,8.50276818154826,4.411761987908632,5.166965014697183
RRRrrrr!!!,94,Comedy,17820000,14054361,6.3,983,13.802,2004,1,28,26174694.020045325,20643580.18082257,-5531113.839222755,2.7516472926114366,6.978945432574702,8.50276818154826,2.8622110171854453,5.27389298097996
Welcome to Mooseport,110,Comedy,30000000,14000000,5.0,131,6.899,2004,2,24,44065141.44788776,20563732.67568095,-23501408.77220681,2.6620664569138017,5.183265673788915,8.50276818154826,10.0,6.587025078062744
Vera Drake,125,Drama,11000000,13300000,7.2,280,10.446,2004,10,22,16157218.530892177,19535546.041896906,3378327.511004729,2.7949959284732837,6.081883793842137,8.50276818154826,2.93396999444299,5.078404474576668
Wicker Park,114,"Drama,Mystery,Romance,Thriller",30000000,13001257,6.9,563,12.652,2004,9,3,44065141.44788776,19096740.956844687,-24968400.49104307,2.654620135205529,6.606178755372622,8.50276818154826,4.939557128746698,5.675781050218278
Suspect Zero,99,"Crime,Thriller",27000000,13000000,5.5,250,7.751,2004,8,27,39658627.30309898,19094894.62741802,-20563732.675680965,2.6769155744098714,5.776016653619803,8.50276818154826,3.456653714095997,5.103088530918483
"María, llena eres de gracia",101,"Drama,Thriller,Crime",3000000,12450821,7.3,309,10.509,2004,1,18,4406514.144788775,18288239.616911046,13881725.47212227,2.8452518029812253,6.171682824860473,8.50276818154826,3.773201659770226,5.323226117290046
キャシャーン,141,"Drama,Horror,Fiction",6000000,12353768,5.9,205,8.571,2004,4,24,8813028.28957755,18145684.47781298,9332656.18823543,2.823595566722276,5.6735071692265,8.50276818154826,1.7736827625234683,4.6933884200051255
Chasing Liberty,111,"Comedy,Romance",23000000,12195626,6.2,534,12.159,2004,1,1,33783275.110047266,17913399.491184585,-15869875.61886268,2.70047223339884,6.4784035429862925,8.50276818154826,6.895361408722341,6.144251341663933
The Cookout,97,Comedy,16000000,12009070,5.2,30,6.672,2004,9,3,23501408.7722068,17639378.940252844,-5862029.831953958,2.750024069171666,4.036425234238966,8.50276818154826,3.1923316390626058,4.6203872810053745
Dhoom,124,"Action,Crime,Drama,Thriller",1500000,12000000,6.3,152,8.251,2004,8,27,2203257.072394388,17626056.5791551,15422799.50676071,2.852550936144979,5.486841417553955,8.50276818154826,3.0415401526984485,4.970925171986411
ゴジラ ファイナルウォーズ,125,"Action,Adventure,Fiction,Fantasy,Thriller",19500000,12000000,7.0,227,10.906,2004,12,4,28642341.94112704,17626056.5791551,-11016285.36197194,2.7246163582913554,5.891638480690139,8.50276818154826,2.93396999444299,5.0132482537431855
Layer Cake,105,"Drama,Thriller,Crime",6500000,11850214,6.9,1666,13.958,2004,9,30,9547447.31370901,17406045.20325799,7858597.88954898,2.8165424654316293,7.473356463449985,8.50276818154826,4.699377407242841,5.873011129418179
