original_title,runtime,genres,budget,revenue,vote_average,vote_count,popularity,year,month,day,fixed_budget,fixed_revenue,fixed_gross,gross_factor,pop_factor,freshness_factor,runtime_factor,goodness_factor
Shattered Glass,94,"Drama,History",6000000,2944752,6.9,340,16.276,2003,11,14,8989288.855369102,4411871.055904312,-4577417.79946479,2.756320056269279,6.203057057711598,8.388901471096888,2.8622110171854453,5.052622400565802
Olsenbanden jr. går under vann,95,"Comedy,Family",188432,2871092,4.3,4,1.831,2003,2,21,282311.6129324852,4301512.553056563,4019200.940124078,2.798088189225968,2.273978507404289,8.388901471096888,2.965046124366789,4.106503573023484
Young Adam,93,"Drama,Thriller,Crime,Romance",6400000,2500000,5.9,128,10.71,2003,9,26,9588574.779060377,3745537.023070459,-5843037.755989917,2.7501172558396827,5.297046057346351,8.388901471096888,2.7653957695354303,4.800365138454588
壬生義士伝,137,"Action,Drama,History",4000000,2487338,7.6,77,4.427,2003,1,18,5992859.236912735,3726566.627156011,-2266292.609756724,2.7676110044604587,5.093197616846705,8.388901471096888,1.9993515522660426,4.562265411167523
Wonderland,104,Crime,5000000,2466444,6.1,202,11.544,2003,10,23,7491074.046140918,3695262.926931997,-3795811.11920892,2.760143746339086,5.688369741518711,8.388901471096888,4.411761987908632,5.312294236715829
The Company,112,"Drama,Music,Romance",15000000,2281585,5.3,89,5.392,2003,12,25,22473222.13842275,3418304.435512886,-19054917.702909864,2.6845102787990545,4.920856944880946,8.388901471096888,5.943385571503152,5.4844135665700104
பாய்ஸ்,172,"Drama,Comedy,Romance",2223967,2028752,6.7,33,4.486,2003,8,29,3331980.2946347757,3039506.2906512963,-292474.003983479,2.777217705978366,4.3151935697397885,8.388901471096888,0.5836449652496927,4.016239428016184
The Room,99,"Drama,Romance",6000000,1752988,4.1,1159,11.806,2003,6,27,8989288.855369102,2626352.581999295,-6362936.273369808,2.7475651767882825,6.767239733789254,8.388901471096888,3.456653714095997,5.340090023942605
Marci X,84,Comedy,20000000,1675706,3.5,46,4.798,2003,8,22,29964296.18456367,2510567.545112522,-27453728.63945115,2.641956930240919,4.061642307176737,8.388901471096888,2.0790315906196586,4.292883074783551
"The Book of Mormon Movie, Volume 1: The Journey",120,"Adventure,Family",2000000,1672730,5.0,2,2.937,2003,9,12,2996429.6184563674,2506108.857840259,-490320.7606161083,2.7762562721755533,1.8404906120097166,8.388901471096888,3.5611317967223375,4.141695038001124
Бумер,110,"Crime,Drama",700000,1600000,6.4,98,7.119,2003,8,2,1048750.3664597282,2397143.6947650937,1348393.3283053655,2.7851786895423594,5.148599572408567,8.388901471096888,10.0,6.580669933261953
ఐతే,140,"Adventure,Drama,Thriller",179400,1500000,5.8,6,0.6,2003,4,11,268779.73677553615,2247322.213842276,1978542.4770667397,2.788229938624336,2.8372621261527184,8.388901471096888,1.8275021012494232,3.9604739092808416
Le Pharmacien de garde,84,"Crime,Drama,Horror",7750000,1372469,5.7,10,1.4,2003,1,15,11611164.77151842,2056253.3810065968,-9554911.390511824,2.7318441486115908,3.2316711877291358,8.388901471096888,2.0790315906196586,4.1078620995143185
Kontroll,105,"Crime,Thriller",500000,1277800,7.1,199,5.267,2003,11,20,749107.4046140919,1914418.8832317728,1165311.478617681,2.7842915609100887,5.79775050473407,8.388901471096888,4.699377407242841,5.417580235995972
Owning Mahowny,104,"Crime,Drama,Thriller",10000000,1271244,6.9,118,6.249,2003,5,2,14982148.092281835,1904596.5869424727,-13077551.505339362,2.714388851216274,5.357173260033575,8.388901471096888,4.411761987908632,5.218056392563842
Tarnation,91,"Documentary,Drama",218,1162014,6.9,61,4.317,2003,10,19,326.610828411744,1740946.5833304788,1740619.972502067,2.7870782851170004,4.829776677072977,8.388901471096888,2.587155057298171,4.64822787264626
"장화, 홍련",115,"Drama,Horror,Mystery",15050245,1062878,7.1,895,34.067,2003,6,13,22548499.941512424,1592419.5600028338,-20956080.38150959,2.6749371377162574,6.999535584025312,8.388901471096888,4.608678927952807,5.668013280197817
The Mother,112,"Drama,Romance",2500000,1062253,6.2,39,6.701,2003,11,14,3745537.023070459,1591483.175747066,-2154053.8473233925,2.7681581717033676,4.386728937889255,8.388901471096888,5.943385571503152,5.371793538048166
Baaz: A Bird in Danger,176,Thriller,986250,750000,3.0,1,1.4,2003,2,7,1477614.3556012954,1123661.1069211378,-353953.2486801576,2.77691898401639,0.8781371901018353,8.388901471096888,0.4695105823319988,3.1283670568867783
Party Monster,98,"Comedy,Drama,Crime",5000000,742898,5.9,147,8.658,2003,9,5,7491074.046140918,1113020.7853459988,-6378053.260794919,2.747490935018902,5.407673098526109,8.388901471096888,3.319094866997562,4.965790092909866
Levity,100,"Crime,Drama",7500000,723000,6.2,78,6.153,2003,3,16,11236611.069211377,1083209.3070719764,-10153401.7621394,2.728886397582601,4.940771818842137,8.388901471096888,3.607100668163287,4.916415088921228
Les Clefs de bagnole,90,Comedy,569217,569217,5.0,59,3.18,2003,12,10,852809.339064439,852809.339064439,0.0,2.7786383703112256,4.545684233742721,8.388901471096888,2.5046558083018375,4.554469970863169
All the Real Girls,108,"Drama,Romance",2500000,548712,6.1,76,6.994,2003,8,1,3745537.023070459,822088.4444012151,-2923448.5786692435,2.7644051765279154,4.907011948201522,8.388901471096888,6.1686279243719095,5.557236630049559
Out for a Kill,90,"Action,Thriller",14000000,547333,4.1,105,7.944,2003,8,14,20975007.329194568,820022.4061792894,-20154984.92301528,2.6789751553461896,4.8478028655165,8.388901471096888,2.5046558083018375,4.605083825065353
Parasuram,159,"Action,Drama",500000,500000,6.0,1,0.877,2003,5,5,749107.4046140919,749107.4046140919,0.0,2.7786383703112256,1.4321800710547181,8.388901471096888,1.0012011765085804,3.400230272242853
Anjaneya,157,"Action,Thriller",500000,500000,2.5,5,1.241,2003,5,5,749107.4046140919,749107.4046140919,0.0,2.7786383703112256,2.018852581160784,8.388901471096888,1.0734439449157813,3.5649590918711693
Blue Car,92,Drama,1000000,464000,6.4,41,3.924,2003,4,25,1498214.8092281837,695171.6714818772,-803043.1377463065,2.7747359223260553,4.452080221201078,8.388901471096888,2.673904464568282,4.5724055197980755
Foolproof,97,Action,8256269,460978,6.1,123,7.44,2003,10,3,12369664.484771565,690644.0663283898,-11679020.418443171,2.7213322187550006,5.291842926263788,8.388901471096888,3.1923316390626058,4.898602063794571
Malefique,90,"Fantasy,Horror,Mystery",1500000,398016,5.9,78,4.319,2003,5,7,2247322.213842276,596313.4655097649,-1651008.7483325107,2.770609203753144,4.901128243962254,8.388901471096888,2.5046558083018375,4.641323681778531
The Singing Detective,109,"Comedy,Music,Mystery,Crime",8000000,337174,5.2,102,8.963,2003,10,24,11985718.47382547,505159.0800867034,-11480559.393738763,2.722316094746238,5.014607191536328,8.388901471096888,7.3471119141906565,5.868234167892528
"Love, Sex, and Eating the Bones",100,"Comedy,Romance",2500000,321000,4.5,14,2.34,2003,9,6,3745537.023070459,480926.9537622468,-3264610.069308212,2.7627394090789474,3.311669389077722,8.388901471096888,3.607100668163287,4.517602734354211
Carolina,97,"Comedy,Romance",15000000,308641,5.7,64,9.842,2003,7,4,22473222.13842275,462410.5169349959,-22010811.621487755,2.6696113238559627,4.715437861436717,8.388901471096888,3.1923316390626058,4.741570573863044
In Hell,96,Action,17000000,293671,6.4,415,17.062,2003,11,24,25469651.75687911,439982.2412408498,-25029669.51563826,2.654308684544248,6.302259617496094,8.388901471096888,3.074742673261191,5.105053111599606
May,93,"Horror,Drama",500000,264349,6.5,468,8.965,2003,6,3,749107.4046140919,396051.58660466096,-353055.8180094309,2.7769233447801036,6.410721825619283,8.388901471096888,2.7653957695354303,5.0854856027579265
Civil Brand,95,"Crime,Drama,Thriller",500000,243347,7.3,12,3.078,2003,8,29,749107.4046140919,364586.0791812509,-384521.32543284097,2.7767704445980543,3.5751605711926775,8.388901471096888,2.965046124366789,4.426469652813602
Symetria,99,Drama,700000,200219,7.3,44,2.511,2003,9,16,1048750.3664597282,299971.0708888577,-748779.2955708705,2.774999794401054,4.613696841540146,8.388901471096888,3.456653714095997,4.808562955283521
The Mudge Boy,93,"Drama,Romance",800000,62852,6.8,78,9.068,2003,1,17,1198571.8473825469,94165.79718960976,-1104406.050192937,2.7732700097150764,5.014607191536328,8.388901471096888,2.7653957695354303,4.7355436104709305
Rembrandt,109,"Action,Comedy",3000000,59466,6.1,27,3.462,2003,5,17,4494644.427684551,89092.84184556318,-4405551.585838988,2.757161296032636,4.079803758973961,8.388901471096888,7.3471119141906565,5.643244610073536
Flywheel,120,"Drama,Family",20000,37000,7.0,56,4.909,2003,4,9,29964.296184563667,55433.9479414428,25469.65175687913,2.7787620523144225,4.772918660606751,8.388901471096888,3.5611317967223375,4.8754284951850995
"The Tulse Luper Suitcases, Part 1: The Moab Story",127,"War,Drama,History,Adventure,Romance,Thriller",10000000,25800,5.9,18,4.194,2003,5,24,14982148.092281835,38653.94207808713,-14943494.150203748,2.7050971468123715,3.729063151832724,8.388901471096888,2.737820558606711,4.390220582087173
Detention,98,"Action,Thriller",5000000,16324,4.7,37,6.703,2003,7,5,7491074.046140918,24456.858545840867,-7466617.187595077,2.7421395522091054,4.123250348765284,8.388901471096888,3.319094866997562,4.64334655976721
Absolon,96,"Action,Fiction",8000000,7016,4.2,59,6.808,2003,3,10,11985718.47382547,10511.475101544936,-11975206.998723924,2.7198632036991452,4.40632097060494,8.388901471096888,3.074742673261191,4.647457079665541
I Love Your Work,111,Drama,1650000,3264,5.1,16,2.672,2003,10,5,2472054.435226503,4890.173137320791,-2467164.262089182,2.76663147915202,3.518447790257845,8.388901471096888,6.895361408722341,5.392335537307273
Ann Rule Presents: The Stranger Beside Me,89,"Thriller,Drama,Crime,Movie",42,19,6.5,17,1.924,2003,3,20,62.92502198758371,28.46608137533549,-34.45894061224821,2.7786382029730214,3.7607890896326768,8.388901471096888,2.4259875150868893,4.338579069697369
Stealing Sinatra,96,"History,Crime,Drama",10000000,10,5.1,13,1.878,2003,1,24,14982148.092281835,14.982148092281832,-14982133.110133745,2.7049044017631574,3.352478548677678,8.388901471096888,3.074742673261191,4.380256773699728
Shrek 2,93,"Animation,Family,Comedy,Fantasy,Adventure",150000000,928760770,7.2,10242,145.431,2004,5,19,220325707.23943877,1364199156.7099717,1143873449.470533,6.212132122806729,8.958987933542097,8.50276818154826,2.7653957695354303,6.60982100185813
Harry Potter and the Prisoner of Azkaban,141,"Adventure,Fantasy",130000000,789804554,8.0,18412,181.461,2004,5,31,190948946.27418023,1160094979.60653,969146033.3323497,5.82024143717631,9.512006930463693,8.50276818154826,1.7736827625234683,6.402174827927932
Spider-Man 2,127,"Action,Adventure,Fantasy",200000000,783766341,7.2,12984,27.072,2004,6,25,293767609.65258497,1151225822.6086142,857458212.9560292,5.55527561177823,9.14860215121236,8.50276818154826,2.737820558606711,6.48611662578639
The Incredibles,115,"Action,Adventure,Animation,Family",92000000,631442092,7.7,15546,100.026,2004,10,27,135133100.44018906,927486170.0043384,792353069.5641491,5.394820873202718,9.346212656369861,8.50276818154826,4.608678927952807,6.963120159768412
The Passion of the Christ,127,Drama,30000000,611899420,7.4,3558,89.886,2004,2,25,44065141.44788776,898781149.806016,854716008.3581282,5.548610920559937,8.135774020607048,8.50276818154826,2.737820558606711,6.231243420330489
The Day After Tomorrow,124,"Action,Adventure,Fiction,Thriller",125000000,552639571,6.5,6810,33.647,2004,5,26,183604756.0328656,811738028.8605002,628133272.8276346,4.967120557839902,8.55103067520612,8.50276818154826,3.0415401526984485,6.265614891823183
Meet the Fockers,115,"Comedy,Romance",80000000,516642939,6.2,4115,17.571,2004,12,22,117507043.861034,758864806.1695815,641357762.3085475,5.002916790628938,8.110603223575746,8.50276818154826,4.608678927952807,6.556241780926438
Troy,163,"Adventure,History,War,Action",175000000,497409852,7.1,8710,64.055,2004,5,3,257046658.446012,730614516.1984307,473567857.7524187,4.527805667954406,8.818299424651798,8.50276818154826,0.8638677588896048,5.678185258261017
Shark Tale,90,"Animation,Action,Comedy,Family",75000000,367275019,6.0,5542,48.404,2004,9,20,110162853.61971936,539467522.0836887,429304668.46396935,4.393915323502172,8.322363158271544,8.50276818154826,2.5046558083018375,5.930925617905953
Ocean's Twelve,125,"Thriller,Crime",110000000,362744280,6.6,6198,22.591,2004,12,9,161572185.30892178,532812600.2537401,371240414.9448183,4.211829739187415,8.487966335961353,8.50276818154826,2.93396999444299,6.034133562785005
National Treasure,131,"Adventure,Action,Thriller,Mystery",100000000,347512318,6.6,5382,31.177,2004,11,19,146883804.82629248,510439314.918445,363555510.0921525,4.187137082253616,8.37512976118491,8.50276818154826,2.403409176170009,5.867111050289198
"I, Robot",115,"Action,Fiction",120000000,347234916,6.9,10197,126.655,2004,7,15,176260565.79155102,510031856.3061808,333771290.5146297,4.090028010942329,8.92144973262134,8.50276818154826,4.608678927952807,6.5307312132661846
The Polar Express,100,"Animation,Family,Adventure,Fantasy,Comedy",165000000,310634054,6.7,5212,52.285,2004,11,10,242358277.9633826,456271117.60136,213912839.63797736,3.673377841180353,8.361494635145519,8.50276818154826,3.607100668163287,6.036185331509355
Van Helsing,132,"Horror,Adventure,Action",160000000,300257475,6.3,4966,43.366,2004,5,5,235014087.722068,441029603.55535406,206015515.83328608,3.644252927526131,8.273644438352607,8.50276818154826,2.3291759846428395,5.687460383017459
The Bourne Supremacy,108,"Action,Drama,Thriller",75000000,288500217,7.3,6459,21.617,2004,7,23,110162853.61971936,423760095.6617104,313597242.04199106,4.022920748856886,8.601511055592072,8.50276818154826,6.1686279243719095,6.823956977592282
Bridget Jones: The Edge of Reason,108,"Comedy,Romance",40000000,262500000,6.3,2397,13.521,2004,11,10,58753521.930517,385569987.6690177,326816465.73850065,4.067018443713959,7.691426065416281,8.50276818154826,6.1686279243719095,6.607460153762602
The Village,108,"Drama,Mystery,Thriller",60000000,256697520,6.4,3435,23.026,2004,7,30,88130282.89577551,377047084.2707333,288916801.37495774,3.9392688919497822,7.991606646000234,8.50276818154826,6.1686279243719095,6.650567910967547
ハウルの動く城,119,"Fantasy,Animation,Adventure",24000000,236049757,8.4,7613,92.79,2004,9,9,35252113.1583102,346718864.36481786,311466751.2065077,4.015768384511453,8.84509441359811,8.50276818154826,3.722265704949242,6.271474171151766
Fahrenheit 9/11,123,Documentary,6000000,222446882,7.1,1180,10.81,2004,6,25,8813028.28957755,326738443.9990532,317925415.70947564,4.037412033904424,7.220502994860838,8.50276818154826,3.1566749875732114,5.729339549471684
The Terminal,128,"Comedy,Drama",60000000,219417255,7.3,6608,24.914,2004,6,17,88130282.89577551,322288412.5894085,234158129.69363305,3.7470074915820923,8.619740654556546,8.50276818154826,2.6477873237680716,5.8793259128637425
Collateral,120,"Drama,Crime,Thriller",65000000,217764291,7.2,4555,26.667,2004,8,4,95474473.13709012,319860476.1737997,224386003.03670955,3.711649822521989,8.311325930998473,8.50276818154826,3.5611317967223375,6.021718932947765
Million Dollar Baby,132,Drama,30000000,216763646,8.0,8178,22.5,2004,12,15,44065141.44788776,318390690.7249957,274325549.2771079,3.8889670547418733,8.863318909960444,8.50276818154826,2.3291759846428395,5.896057532723354
The Aviator,170,Drama,110000000,213700000,7.2,4496,21.633,2004,12,17,161572185.30892178,313890690.9137871,152318505.60486534,3.4396883921153933,8.300904928218296,8.50276818154826,0.6429191360053769,5.221570159471832
Lemony Snicket's A Series of Unfortunate Events,108,"Adventure,Comedy,Family",140000000,209073645,6.8,4419,29.347,2004,12,16,205637326.75680947,307095324.66501576,101457997.90820628,3.234019459859559,8.241409440859337,8.50276818154826,6.1686279243719095,6.536706251659767
King Arthur,126,"Adventure,War,History,Action",120000000,203567857,6.3,2300,42.051,2004,7,7,176260565.79155102,299008213.7649463,122747647.97339526,3.3216601912520844,7.658407299390125,8.50276818154826,2.832994992800322,5.578957666247698
Garfield,80,"Animation,Comedy,Family",50000000,200804534,5.6,3280,91.031,2004,6,10,73441902.41314624,294949339.80290616,221507437.3897599,3.7011701459652158,7.847965842084846,8.50276818154826,1.8437249879458166,5.473907289386035
50 First Dates,99,"Comedy,Romance",75000000,196482882,6.8,6207,29.287,2004,2,13,110162853.61971936,288601532.9139546,178438679.29423523,3.540672578862393,8.512988083095093,8.50276818154826,3.456653714095997,6.003270639400436
The Grudge,92,"Horror,Mystery,Thriller",10000000,183474602,5.9,2470,42.036,2004,10,22,14688380.482629249,269494476.307497,254806095.82486776,3.82064033294732,7.6629727825445535,8.50276818154826,2.673904464568282,5.665071440402103
Scooby-Doo 2: Monsters Unleashed,93,"Mystery,Fantasy,Adventure,Comedy",80000000,181466833,6.0,2293,40.225,2004,3,24,117507043.861034,266545388.80817413,149038344.94714016,3.4267965244629206,7.616972186344555,8.50276818154826,2.7653957695354303,5.5779831654727925
Along Came Polly,90,"Comedy,Romance",42000000,178311729,6.0,2441,15.698,2004,1,16,61691198.02704284,261911052.0067477,200219853.97970483,3.6227298633603353,7.666966766618655,8.50276818154826,2.5046558083018375,5.574280154957273
AVP: Alien vs. Predator,101,"Adventure,Fiction,Action,Horror",70000000,177427090,5.9,3636,57.932,2004,8,12,102818663.37840474,260611660.5845704,157792997.20616567,3.4610975915874467,7.972040704682978,8.50276818154826,3.773201659770226,5.927277034397227
Starsky & Hutch,101,"Comedy,Crime",60000000,170268750,5.8,1924,14.863,2004,3,5,88130282.89577551,250097218.43016797,161966935.53439242,3.4773321330761817,7.4496306501178875,8.50276818154826,3.773201659770226,5.800733156128139
Shall We Dance?,107,"Drama,Romance,Comedy",50000000,170128460,6.4,1028,12.61,2004,10,15,73441902.41314624,249891155.1403771,176449252.72723085,3.5330827309450936,7.02731172467585,8.50276818154826,5.511429179343715,6.14364795412823
DodgeBall: A True Underdog Story,92,Comedy,20000000,167722310,6.3,2933,22.015,2004,6,18,29376760.965258498,246356910.47054923,216980149.50529072,3.684627846451658,7.852734077891753,8.50276818154826,2.673904464568282,5.678508642614988
Alexander,175,"War,History,Action,Adventure,Drama,Romance",155000000,167298192,5.9,2819,23.486,2004,11,21,227669897.48075345,245733949.8151961,18064052.334442675,2.8650177013892666,7.768613488358805,8.50276818154826,0.49752242942998626,4.90848045018158
The Phantom of the Opera,143,"Thriller,Drama,Romance",70000000,154648887,7.3,1353,18.813,2004,12,8,102818663.37840474,227154169.3471136,124335505.96870884,3.3281042663246168,7.3520618172297105,8.50276818154826,1.6705890456425245,5.2133808276862785
Kill Bill: Vol. 2,136,"Action,Crime,Thriller",30000000,152159461,7.9,12018,24.919,2004,4,16,44065141.44788776,223497605.71997863,179432464.27209088,3.544457874202018,9.16096709668652,8.50276818154826,2.0605303934550108,5.817180886472952
The SpongeBob SquarePants Movie,87,"Family,Animation,Comedy,Fantasy",30000000,140161792,7.0,2355,94.395,2004,11,14,44065141.44788776,205874973.002314,161809831.55442625,3.476722449795482,7.761512625207313,8.50276818154826,2.278751101486535,5.504938589509397
The Princess Diaries 2: Royal Engagement,113,"Comedy,Drama,Family,Romance",40000000,134734481,6.7,2820,53.715,2004,8,6,58753521.930517,197903132.1057582,139149610.1752412,3.387634392270382,7.870534012145328,8.50276818154826,5.361010890650784,6.280486869153689
Man on Fire,146,"Action,Drama,Thriller",70000000,130293714,7.4,4258,31.336,2004,4,23,102818663.37840474,191380364.5726877,88561701.19428295,3.1797561288610687,8.279331760775266,8.50276818154826,1.5259979389556713,5.371963502535067
Resident Evil: Apocalypse,94,"Horror,Action,Fiction",45000000,129394835,6.3,3625,26.649,2004,9,10,66097712.17183163,190060056.89670324,123962344.7248716,3.326590971473666,8.022051756393338,8.50276818154826,2.8622110171854453,5.678405481650177
Mean Girls,97,Comedy,17000000,129042871,7.2,7369,61.126,2004,4,30,24970246.82046972,189543078.7818845,164572831.96141478,3.4874294523657245,8.69584155213885,8.50276818154826,3.1923316390626058,5.96959270627886
Blade: Trinity,123,"Action,Horror,Fantasy",65000000,128905366,5.9,3260,38.546,2004,12,8,95474473.13709012,189341106.206058,93866633.06896786,3.202188849547945,7.884789901548518,8.50276818154826,3.1566749875732114,5.686605480054483
Ray,152,"Drama,Music",40000000,124731534,7.4,1591,25.609,2004,10,29,58753521.930517,183210422.95740065,124456901.02688366,3.328596415964436,7.492456728216918,8.50276818154826,1.266268283560496,5.147522402322528
The Forgotten,91,"Thriller,Drama,Mystery,Fiction",42000000,117592831,5.9,947,11.27,2004,9,24,61691198.02704284,172724824.375752,111033626.34870917,3.273728714966033,6.8966900850870125,8.50276818154826,2.587155057298171,5.315085509724869
Finding Neverland,106,Drama,25000000,116766556,7.3,3177,13.345,2004,10,17,36720951.20657312,171511160.21742356,134790209.01085043,3.370225431357247,8.034367426170855,8.50276818154826,5.052639028115526,6.240000016797972
The Chronicles of Riddick,119,"Action,Fiction",105000000,115772733,6.5,3408,16.078,2004,6,11,154227995.06760713,170051395.18178475,15823400.114177614,2.854445281738806,7.997691726413917,8.50276818154826,3.722265704949242,5.769292723662557
The Notebook,123,"Romance,Drama",29000000,115603229,7.9,9814,50.119,2004,6,25,42596303.399624825,169802421.25725198,127206117.85762715,3.3397226404021403,8.999029420927112,8.50276818154826,3.1566749875732114,5.9995488076126815
Closer,104,"Drama,Romance",27000000,115505027,6.8,2754,19.613,2004,12,3,39658627.30309898,169658178.42323643,129999551.12013744,3.3509899730837325,7.863446167964662,8.50276818154826,4.411761987908632,6.032241577626323
White Chicks,109,"Comedy,Crime",37000000,113086475,6.9,3056,99.767,2004,6,23,54347007.78572822,166105717.22393408,111758709.43820588,3.2767159692074745,7.958285898306691,8.50276818154826,7.3471119141906565,6.7712204908132705
Sideways,127,"Comedy,Drama,Romance",16000000,109502303,7.1,1328,7.905,2004,10,22,23501408.7722068,160841149.0188155,137339740.24660867,3.380417688719467,7.314949735755563,8.50276818154826,2.737820558606711,5.483989041157501
Hidalgo,136,"Western,Adventure,Action",100000000,108103450,6.8,992,18.905,2004,2,4,146883804.82629248,158786460.50848868,11902655.6821962,2.83585059445687,7.047276439627547,8.50276818154826,2.0605303934550108,5.1116064022719225
功夫,99,"Action,Comedy,Crime,Fantasy",20000000,104000000,7.4,2205,32.837,2004,2,10,29376760.965258498,152759157.01934415,123382396.05408566,3.3242377164775654,7.753324948834529,8.50276818154826,3.456653714095997,5.759246140239088
Home on the Range,76,"Animation,Family",110000000,103951461,6.0,1695,53.706,2004,4,2,161572185.30892178,152687861.08931962,-8884324.219602168,2.7351544038016766,7.375436593164142,8.50276818154826,1.6356164748336262,5.062243913336927
Saw,103,"Horror,Mystery,Crime",1200000,103911669,7.4,7620,72.49,2004,10,1,1762605.6579155098,152629413.08570313,150866807.42778763,3.4339888181869767,8.744514500820905,8.50276818154826,4.1689633612888715,6.212558715461253
Dawn of the Dead,101,"Action,Horror",26000000,102278712,7.0,3240,44.346,2004,3,19,38189789.25483604,150230863.71292582,112041074.45808978,3.277878542274619,8.016520143196875,8.50276818154826,3.773201659770226,5.892592131697495
The Stepford Wives,93,"Comedy,Fiction,Horror,Thriller",90000000,102000000,5.7,1109,15.255,2004,6,10,132195424.34366326,149821480.92281836,17626056.579155102,2.862954107547131,6.995348500619179,8.50276818154826,2.7653957695354303,5.2816166398125
Hellboy,122,"Fantasy,Action",66000000,99318987,6.7,5957,35.521,2004,4,2,96943311.18535306,145883507.0205308,48940195.83517773,3.0069223526940254,8.468285777248143,8.50276818154826,3.2805743994986036,5.814637677747259
13 Going on 30,98,"Comedy,Fantasy,Romance",37000000,96455697,6.7,4368,26.769,2004,4,13,54347007.78572822,141677797.72532007,87330789.93959185,3.174528373207775,8.220288924207434,8.50276818154826,3.319094866997562,5.804170086490259
The Manchurian Candidate,129,"Drama,Thriller,Mystery",80000000,96105964,6.5,1270,9.653,2004,7,30,117507043.861034,141164096.58818695,23657052.72715296,2.891239342214695,7.208681011218746,8.50276818154826,2.562342096666572,5.291257657912069
The Butterfly Effect,113,"Fiction,Thriller",13000000,96060858,7.5,6303,35.064,2004,1,17,19094894.62741802,141097843.179182,122002948.55176398,3.318633633864254,8.603573188857277,8.50276818154826,5.361010890650784,6.446496473730143
Secret Window,96,"Mystery,Thriller",40000000,92913171,6.6,3085,22.294,2004,3,12,58753521.930517,136474400.7495594,77720878.81904241,3.1334146504934584,7.930304299784312,8.50276818154826,3.074742673261191,5.660307451271805
十面埋伏,119,"Adventure,Drama,Action",15000000,92863945,7.3,1304,13.942,2004,5,19,22032570.72394388,136402095.72779563,114369525.00385176,3.28744972848798,7.322576779953474,8.50276818154826,3.722265704949242,5.708765098734738
Der Untergang,156,"Drama,History,War",18339750,92180910,7.8,3105,17.017,2004,9,16,26938122.595629983,135398827.93150032,108460705.33587033,3.2631065239108277,8.068998340941393,8.50276818154826,1.1105505575114436,5.236355900977982
Anchorman: The Legend of Ron Burgundy,95,Comedy,26000000,90574188,6.7,3527,16.341,2004,6,28,38189789.25483604,133038813.52491924,94849024.2700832,3.2063258186259205,8.049349364698676,8.50276818154826,2.965046124366789,5.680872372309912
Catwoman,104,"Action,Fantasy,Mystery,Crime",100000000,82102379,4.6,2852,21.716,2004,7,22,146883804.82629248,120595098.128103,-26288706.69818948,2.6479004722009845,7.578969824067193,8.50276818154826,4.411761987908632,5.7853501164312675
Exorcist: The Beginning,114,"Horror,Mystery,Thriller",80000000,78000586,5.3,615,23.178,2004,8,20,117507043.861034,114570228.50360446,-2936815.357429534,2.7643399303035334,6.46592140715759,8.50276818154826,4.939557128746698,5.668146661939021
The Ladykillers,104,"Comedy,Crime,Thriller",35000000,76700000,6.1,1333,8.234,2004,3,25,51409331.68920237,112659878.30176637,61250546.612564,3.0616665263521146,7.196612742789583,8.50276818154826,4.411761987908632,5.793202359649648
(T)Raumschiff Surprise - Periode 1,87,"Comedy,Fiction",9000000,76341401,6.2,408,9.611,2004,7,14,13219542.434366325,112133154.4464973,98913612.01213098,3.2233858646117532,6.263284986870733,8.50276818154826,2.278751101486535,5.067047533629321
Ladder 49,115,"Drama,Action,Thriller",60000000,74541707,6.4,645,9.916,2004,10,1,88130282.89577551,109489695.42406684,21359412.528291315,2.8804962132398937,6.654734952374489,8.50276818154826,4.608678927952807,5.661669568778862
Eternal Sunshine of the Spotless Mind,108,"Fiction,Drama,Romance",20000000,72258126,8.1,12613,38.765,2004,3,19,29376760.965258498,106135484.76497649,76758723.79971799,3.129268550233725,9.219575907298262,8.50276818154826,6.1686279243719095,6.755060140863039
Around the World in 80 Days,120,"Action,Adventure,Comedy",110000000,72178895,5.9,2085,16.194,2004,6,16,161572185.30892178,106019107.2575746,-55553078.05134718,2.4943171928004415,7.527529433100379,8.50276818154826,3.5611317967223375,5.521436651042855
Taxi,97,"Action,Comedy,Thriller,Crime",25000000,71255003,5.6,842,33.794,2004,10,6,36720951.20657312,104662059.53548887,67941108.32891575,3.0910128357187414,6.761042481326596,8.50276818154826,3.1923316390626058,5.38678878441405
A Cinderella Story,95,"Comedy,Family,Romance",19000000,70067909,6.5,2811,29.742,2004,7,10,27907922.916995574,102918410.7014242,75010487.78442864,3.121720991801433,7.843755409746868,8.50276818154826,2.965046124366789,5.608322676865838
Without a Paddle,95,"Comedy,Action,Adventure,Thriller",19000000,69631118,5.6,536,10.49,2004,8,20,27907922.916995574,102276835.46148545,74368912.54448986,3.1189465747838683,6.40003521378,8.50276818154826,2.965046124366789,5.24669902361973
Taking Lives,103,"Crime,Thriller",45000000,65470529,6.4,1308,12.662,2004,3,19,66097712.17183163,96165604.03510122,30067891.86326959,2.921005731341981,7.219853967834735,8.50276818154826,4.1689633612888715,5.703147810503462
Barbershop 2: Back in Business,106,"Comedy,Drama",18000000,65070412,5.9,208,13.39,2004,1,20,26439084.86873265,95577896.9617444,69138812.09301177,3.0962368813693484,5.685119696719068,8.50276818154826,5.052639028115526,5.58419094693805
